0:(0,0);(0,0);(0,0);(0,0)
18:(-0.000217285,0.000754653),(-0.000766245,0.000113295),(-0.00050809,-0.000649271),(0.000269351,-0.000779429).
19:(-0.000214558,0.000772484),(-0.000746952,0.000171492),(-0.000514483,-0.000595975),(0.000312189,-0.000735744).
20:(-0.000192648,0.000675114),(-0.000757998,0.000211731),(-0.000464565,-0.000616981),(0.000297988,-0.000707029).
21:(-0.000231719,0.000795175),(-0.000719979,0.000108157),(-0.000528099,-0.000592925),(0.000294078,-0.000759382).
22:(-0.000255427,0.000731991),(-0.000829415,0.000191349),(-0.000497523,-0.000605143),(0.000295442,-0.000755111).
23:(-0.000259567,0.000723125),(-0.000744533,0.000161772),(-0.000465894,-0.000688088),(0.000287577,-0.000689353).
24:(-0.00027259,0.000746503),(-0.000723122,0.000134167),(-0.000475931,-0.000604635),(0.000290882,-0.000743546).
25:(-0.000231144,0.000807869),(-0.000778567,0.000212046),(-0.000521704,-0.00059854),(0.00033476,-0.000711998).
26:(-0.000254472,0.000736586),(-0.000788087,0.00015963),(-0.000501399,-0.000633078),(0.000332423,-0.000736691).
27:(-0.000201292,0.00073374),(-0.000777992,0.000177473),(-0.000493014,-0.000605937),(0.000295025,-0.000755435).
28:(-0.000231154,0.00075699),(-0.000766158,0.000150088),(-0.00047707,-0.000593687),(0.000304939,-0.000746469).
29:(-0.000281719,0.000717454),(-0.000770345,0.000172801),(-0.000544531,-0.000650756),(0.000300489,-0.000753419).
30:(-0.000238996,0.000772025),(-0.000789052,0.000153179),(-0.000476669,-0.000594186),(0.000315914,-0.000714464).
31:(-0.000249509,0.000756784),(-0.000740758,0.000148345),(-0.000468044,-0.000566628),(0.000292707,-0.000755384).
32:(0,0),(0,0),(0,0),(0,0).
33:(-0.000256285,0.000737502),(-0.00080982,0.000161932),(-0.000467812,-0.000653666),(0.000320046,-0.000750589).
34:(-0.000218868,0.00071833),(-0.00077576,9.63092e-05),(-0.000522501,-0.000697985),(0.000266323,-0.000746745).
35:(-0.000246323,0.000742478),(-0.000751879,0.000156378),(-0.000543762,-0.000615143),(0.000296149,-0.000768254).
36:(-0.000263567,0.000710928),(-0.000832759,0.000153408),(-0.000520766,-0.000601812),(0.000274439,-0.000802158).
37:(-0.000232066,0.000729337),(-0.000770407,0.000155672),(-0.000504435,-0.000658355),(0.000320612,-0.000756411).
38:(-0.000242831,0.000745827),(-0.000793589,0.000158385),(-0.000511261,-0.000601375),(0.000262412,-0.000723601).
39:(-0.000275147,0.00072091),(-0.000765418,0.000216385),(-0.000512795,-0.000592443),(0.000290293,-0.000771383).
40:(-0.00026608,0.000722684),(-0.000800333,0.000183383),(-0.00048551,-0.000617503),(0.000294084,-0.000734615).
41:(-0.00023629,0.000796026),(-0.000791692,0.000147693),(-0.000529248,-0.000681161),(0.000318939,-0.000697289).
42:(-0.000237497,0.000757344),(-0.000713848,0.000160329),(-0.000476718,-0.000585587),(0.00028855,-0.000718703).
43:(-0.000267786,0.000729535),(-0.000818079,0.000143065),(-0.000494214,-0.000599717),(0.000324319,-0.000730569).
44:(-0.000267511,0.000783322),(-0.000778282,0.000141491),(-0.000485993,-0.000621526),(0.000303734,-0.000762033).
45:(-0.000240389,0.000811548),(-0.000741713,0.000155651),(-0.000451648,-0.0006438),(0.000341877,-0.000673209).
46:(-0.000271273,0.000817609),(-0.00078258,0.000178155),(-0.0004765,-0.000597668),(0.000346418,-0.000702926).
47:(-0.000250069,0.000788119),(-0.00077032,0.000132076),(-0.000487312,-0.000669906),(0.000320235,-0.000759785).
48:(-0.000220464,0.000734128),(-0.00079448,0.000145489),(-0.000560918,-0.000657165),(0.000322264,-0.000728525).
49:(-0.000264375,0.000774076),(-0.000785236,0.000181156),(-0.000501997,-0.000602429),(0.000274893,-0.000737236).
50:(-0.000239496,0.000772805),(-0.000798724,0.000157569),(-0.000509946,-0.000588702),(0.000250981,-0.000724075).
51:(-0.00022117,0.000725619),(-0.000796363,0.000115011),(-0.000487823,-0.000597682),(0.000313836,-0.000713244).
52:(-0.000228345,0.000790755),(-0.000764349,0.000115975),(-0.000494291,-0.00062098),(0.000296284,-0.000708359).
53:(-0.000239483,0.000712518),(-0.000788644,0.000178868),(-0.000491395,-0.000564643),(0.000318996,-0.000766958).
54:(-0.000258822,0.000806408),(-0.000831711,0.0001266),(-0.000471983,-0.000556474),(0.000284561,-0.000730173).
55:(-0.000259253,0.000735349),(-0.000783284,0.000219564),(-0.000504421,-0.000663342),(0.000330597,-0.0007327).
56:(-0.000247142,0.000764227),(-0.00080438,0.000139636),(-0.000456583,-0.000608481),(0.0003068,-0.00076611).
57:(-0.000251999,0.000724396),(-0.000787568,0.000139402),(-0.000460688,-0.000603014),(0.000279322,-0.000728807).
58:(-0.000266752,0.000722134),(-0.000789623,0.00020812),(-0.000548373,-0.000598398),(0.000324015,-0.00073322).
