(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
19:13:48.421, 	1, 	1, 	29.5121, 	27.2156, 	0, 	4, 	1.52, 	(1.89006,-0.646566);(1.79433,1.32226);(1.40569,1.85209);(1.69212,2.05501);
19:13:48.440, 	1, 	1, 	32.6678, 	24.5739, 	0, 	4, 	1.216, 	(0.981987,1.70789);(-0.655354,1.89734);(-0.577839,1.00406);(-0.670782,1.1738);
19:13:48.467, 	1, 	2, 	28.277, 	26.1651, 	1, 	4, 	1.52, 	(-0.224702,-0.998772);
19:13:48.481, 	1, 	1, 	26.877, 	19.5486, 	0, 	4, 	1.216, 	(1.5261,1.00778);(0.0063391,2.08677);(-0.545749,2.36374);(-0.36092,2.70887);
19:13:48.500, 	1, 	1, 	28.4228, 	26.6976, 	0, 	4, 	0.912, 	(1.66889,-0.954241);(1.9321,0.96701);(1.88928,1.48932);(2.27266,1.4022);
19:13:48.528, 	1, 	2, 	25.7279, 	19.9902, 	1, 	4, 	1.216, 	(-0.113069,0.274467);
19:13:48.542, 	1, 	1, 	33.043, 	26.4875, 	0, 	4, 	0.912, 	(-2.14887,0.208073);(-1.6694,-1.57073);(-1.17299,-1.39105);(-1.45714,-1.50777);
19:13:48.560, 	1, 	1, 	33.3532, 	28.4316, 	0, 	4, 	0.912, 	(-0.75458,-1.99955);(0.997306,-2.07616);(0.919309,-1.52119);(0.980643,-1.82674);
19:13:48.588, 	1, 	2, 	22.5373, 	25.1957, 	1, 	4, 	1.216, 	(0.21778,1.05347);
19:13:48.602, 	1, 	1, 	32.4255, 	22.4153, 	0, 	4, 	0.912, 	(1.13808,-1.39338);(1.74086,-0.331341);(0.810343,-0.135071);(0.945197,-0.225819);
19:13:48.628, 	1, 	2, 	29.906, 	24.8882, 	1, 	-1.249e-14, 	1.216, 	(-0.251117,0.179804);
19:13:48.649, 	1, 	2, 	20.4911, 	22.8435, 	1, 	-1.249e-14, 	1.52, 	(0.403733,0.421044);
19:13:48.660, 	1, 	1, 	32.9475, 	28.9425, 	0, 	-1.249e-14, 	1.216, 	(-1.22352,1.72122);(-2.12509,0.567506);(-1.39997,0.313254);(-1.53773,0.619943);
19:13:48.689, 	1, 	2, 	27.0013, 	26.3242, 	1, 	-1.249e-14, 	1.52, 	(-0.0660816,1.01837);
19:13:48.709, 	1, 	2, 	30.2723, 	26.1791, 	1, 	-1.249e-14, 	1.824, 	(-0.00758069,-0.576765);
19:13:48.721, 	1, 	1, 	33.5444, 	27.0518, 	0, 	-1.249e-14, 	1.52, 	(0.00624078,-2.17156);(1.37246,-1.88574);(0.965412,-1.40477);(0.994539,-1.82737);
19:13:48.750, 	1, 	2, 	30.6317, 	26.3541, 	1, 	-1.249e-14, 	1.824, 	(-0.713856,0.540178);
19:13:48.770, 	1, 	2, 	29.7608, 	26.9729, 	1, 	-1.249e-14, 	2.128, 	(-0.408025,0.648707);
19:13:48.781, 	1, 	1, 	32.3639, 	28.3777, 	0, 	-1.249e-14, 	1.824, 	(1.99117,0.847274);(1.25418,2.07212);(1.0283,1.67888);(1.68096,1.64691);
19:13:48.810, 	1, 	2, 	21.5469, 	24.7624, 	1, 	-1.249e-14, 	2.128, 	(-0.300205,1.04007);
19:13:48.830, 	1, 	2, 	31.8075, 	26.4181, 	1, 	-1.249e-14, 	2.128, 	(-0.179575,-0.852044);
19:13:48.841, 	1, 	1, 	31.9564, 	22.8307, 	0, 	-1.249e-14, 	1.824, 	(1.42344,-1.4539);(2.35797,-0.561849);(2.11502,-0.567721);(2.30016,-1.30843);
19:13:48.870, 	1, 	2, 	32.4125, 	26.5333, 	1, 	-1.249e-14, 	2.128, 	(-0.810462,-0.538019);
19:13:48.884, 	1, 	1, 	33.0689, 	22.8452, 	0, 	-1.249e-14, 	1.824, 	(0.298673,1.97083);(-0.590337,2.08377);(-0.131964,1.24925);(0.159228,1.57456);
19:13:48.901, 	1, 	1, 	32.0262, 	26.3125, 	0, 	-1.249e-14, 	1.52, 	(0.87429,-1.82149);(1.68454,-1.4009);(0.87512,-0.987513);(0.758901,-1.47718);
19:13:48.931, 	1, 	2, 	29.6257, 	26.4748, 	1, 	-1.249e-14, 	1.824, 	(0.306282,-0.641127);
19:13:48.945, 	1, 	1, 	33.4622, 	22.7513, 	0, 	-1.249e-14, 	1.52, 	(2.03805,-0.261428);(2.22546,0.63116);(1.54163,0.194803);(1.89707,-0.345497);
19:13:48.962, 	1, 	1, 	33.2769, 	25.5074, 	0, 	-1.249e-14, 	1.216, 	(-1.94737,0.670817);(-2.33535,-0.186199);(-1.61595,0.126161);(-1.83368,0.81883);
19:13:48.992, 	1, 	2, 	26.0501, 	18.3249, 	1, 	-1.249e-14, 	1.52, 	(-0.0903163,-0.142317);
19:13:49.006, 	1, 	1, 	32.3397, 	24.1481, 	0, 	-1.249e-14, 	1.216, 	(1.59473,1.27935);(1.20626,2.05302);(1.17666,1.34319);(1.85252,1.09703);
19:13:49.022, 	1, 	1, 	33.4239, 	26.1099, 	0, 	-1.249e-14, 	0.912, 	(2.01497,0.0185973);(2.20975,0.916885);(1.85456,0.436669);(2.28906,-0.395743);
19:13:49.052, 	1, 	2, 	31.3069, 	25.4187, 	1, 	-1.249e-14, 	1.216, 	(0.424038,-0.788518);
19:13:49.066, 	1, 	1, 	33.4509, 	26.2771, 	0, 	-1.249e-14, 	0.912, 	(0.878871,-1.81371);(1.83433,-1.60769);(1.28393,-1.5277);(0.468875,-2.35867);
19:13:49.082, 	1, 	1, 	32.1599, 	25.2923, 	0, 	-1.249e-14, 	0.912, 	(0.127242,1.94856);(-0.84921,2.26291);(-0.431512,2.08111);(0.745347,2.40138);
19:13:49.112, 	1, 	2, 	20.3071, 	19.9624, 	1, 	-1.249e-14, 	1.216, 	(-0.346768,-0.26365);
19:13:49.127, 	1, 	1, 	31.735, 	27.6363, 	0, 	-1.249e-14, 	0.912, 	(-1.60526,-0.790877);(-1.4948,-1.27708);(-0.954599,-0.416086);(-1.27664,0.0576948);
19:13:49.157, 	1, 	2, 	20.4004, 	24.6451, 	1, 	-1.249e-14, 	1.216, 	(0.848263,0.601718);
19:13:49.173, 	1, 	2, 	31.5714, 	26.6809, 	1, 	-1.249e-14, 	1.52, 	(0.766686,-0.694533);
19:13:49.183, 	1, 	1, 	24.7457, 	20.2517, 	0, 	-1.249e-14, 	1.216, 	(1.10676,-0.880446);(1.86796,-0.372769);(2.25657,-0.961336);(1.57636,-2.26538);
19:13:49.213, 	1, 	2, 	24.5094, 	26.3823, 	1, 	-1.249e-14, 	1.52, 	(0.076933,1.03292);
19:13:49.233, 	1, 	2, 	30.0191, 	26.4195, 	1, 	-1.249e-14, 	1.824, 	(-0.174463,0.652494);
19:13:49.243, 	1, 	1, 	32.271, 	21.5203, 	0, 	-1.249e-14, 	1.52, 	(1.69996,-0.980705);(2.33851,-0.434101);(1.85209,-0.955071);(1.23557,-2.05145);
19:13:49.274, 	1, 	2, 	22.0352, 	25.103, 	1, 	-1.249e-14, 	1.824, 	(0.778136,-0.695927);
19:13:49.295, 	1, 	2, 	30.1398, 	26.6884, 	1, 	-1.249e-14, 	2.128, 	(-0.527803,-0.543583);
19:13:49.304, 	1, 	1, 	31.8285, 	27.7034, 	0, 	-1.249e-14, 	1.824, 	(-1.35266,1.2724);(-1.75008,1.07451);(-0.677831,0.983997);(-0.10931,1.4391);
19:13:49.334, 	1, 	2, 	19.3569, 	23.6308, 	1, 	-1.249e-14, 	2.128, 	(0.801324,-0.545898);
19:13:49.348, 	1, 	2, 	30.4815, 	25.5906, 	1, 	-1.249e-14, 	2.128, 	(0.716814,-0.174661);
19:13:49.364, 	1, 	1, 	27.8478, 	24.2821, 	0, 	-1.249e-14, 	1.824, 	(0.890837,-1.53099);(1.61422,-1.40928);(1.1668,-2.09659);(-0.375187,-2.73276);
19:13:49.385, 	1, 	2, 	30.1337, 	24.8446, 	1, 	-1.249e-14, 	2.128, 	(0.644549,0.314608);
19:13:49.405, 	1, 	2, 	28.8483, 	25.3876, 	1, 	-1.249e-14, 	2.128, 	(-0.0609816,-0.57494);
19:13:49.424, 	1, 	1, 	33.3613, 	24.834, 	0, 	-1.249e-14, 	1.824, 	(-1.9029,-0.420394);(-2.03262,-0.859474);(-1.71238,0.0879048);(-1.58981,1.38211);
19:13:49.445, 	1, 	2, 	23.7347, 	25.3694, 	1, 	-1.249e-14, 	2.128, 	(0.540751,-0.906278);
19:13:49.465, 	1, 	1, 	30.4839, 	27.5869, 	0, 	-1.249e-14, 	1.824, 	(-1.62094,-0.992087);(-1.59181,-1.55099);(-2.04082,-0.707974);(-2.39462,1.02365);
19:13:49.485, 	1, 	1, 	33.2861, 	23.1896, 	0, 	-1.249e-14, 	1.52, 	(1.45871,1.29589);(1.373,1.76663);(1.76392,0.804928);(2.25534,-0.709446);
19:13:49.505, 	1, 	2, 	32.1192, 	25.7862, 	1, 	-1.249e-14, 	1.824, 	(-0.263464,-0.858141);
19:13:49.526, 	1, 	1, 	32.0421, 	24.1278, 	0, 	-1.249e-14, 	1.52, 	(-1.6468,-0.850197);(-1.73045,-1.1562);(-1.3713,-0.102692);(-1.39072,1.13612);
19:13:49.545, 	1, 	1, 	31.1354, 	21.6808, 	0, 	-1.249e-14, 	1.216, 	(1.58437,-0.804044);(1.72026,-0.744371);(0.551641,-0.946443);(-0.126859,-1.23399);
19:13:49.567, 	1, 	2, 	19.2984, 	24.1721, 	1, 	-1.249e-14, 	1.52, 	(0.534845,0.758573);
19:13:49.585, 	1, 	1, 	25.2896, 	22.3463, 	0, 	-1.249e-14, 	1.216, 	(0.681143,1.33255);(0.364463,1.80468);(1.47588,1.83911);(2.79745,0.0759449);
19:13:49.605, 	1, 	1, 	29.2371, 	24.3994, 	0, 	-1.249e-14, 	0.912, 	(-1.69942,-0.0246728);(-1.9817,-0.445745);(-2.18074,0.635327);(-1.11071,2.56385);
19:13:49.626, 	1, 	2, 	29.7331, 	25.0487, 	1, 	-1.249e-14, 	1.216, 	(-0.554285,0.292349);
19:13:49.645, 	1, 	1, 	32.1454, 	25.9619, 	0, 	-1.249e-14, 	0.912, 	(-0.578016,-0.46469);(-0.442442,-0.733578);(-1.29381,-0.041523);(-2.31427,-1.23979);
19:13:49.666, 	1, 	1, 	33.4722, 	25.4615, 	0, 	-1.249e-14, 	0.912, 	(0.506955,1.86704);(0.455004,2.0487);(1.18597,1.15337);(1.95686,-0.135698);
19:13:49.687, 	1, 	2, 	29.9118, 	25.6872, 	1, 	-1.249e-14, 	1.216, 	(0.342244,-0.520148);
19:13:49.706, 	1, 	1, 	31.8624, 	23.5671, 	0, 	-1.249e-14, 	0.912, 	(0.813046,-1.53633);(0.762424,-1.63065);(-0.179812,-0.990394);(-1.05432,-0.600463);
19:13:49.727, 	1, 	2, 	20.741, 	25.132, 	1, 	-1.249e-14, 	1.216, 	(0.239248,0.960004);
19:13:49.748, 	1, 	2, 	23.526, 	26.3722, 	1, 	-1.249e-14, 	1.52, 	(-0.690374,-0.802251);
19:13:49.766, 	1, 	1, 	29.2663, 	22.5446, 	0, 	-1.249e-14, 	1.216, 	(1.54517,-0.811231);(1.86362,-0.962665);(1.16507,-2.00701);(-1.1878,-2.52157);
19:13:49.788, 	1, 	2, 	31.0148, 	25.9326, 	1, 	-1.249e-14, 	1.52, 	(0.104158,-1.02576);
19:13:49.808, 	1, 	2, 	21.1094, 	24.1213, 	1, 	-1.249e-14, 	1.824, 	(0.0429982,1.00772);
19:13:49.827, 	1, 	1, 	32.9532, 	27.6128, 	0, 	-1.249e-14, 	1.52, 	(-1.6291,-1.00726);(-1.96015,-0.8353);(-1.5311,0.414135);(-0.607671,1.82012);
19:13:49.848, 	1, 	2, 	29.3387, 	25.1014, 	1, 	-1.249e-14, 	1.824, 	(0.246024,-0.63507);
19:13:49.868, 	1, 	2, 	29.2091, 	25.3523, 	1, 	-1.249e-14, 	2.128, 	(-0.520541,0.117558);
19:13:49.887, 	1, 	1, 	32.495, 	23.4762, 	0, 	-1.249e-14, 	1.824, 	(0.0610387,0.569318);(0.0610387,0.569318);(-0.0610387,-0.569318);(0.0610387,0.569318);
19:13:49.909, 	1, 	2, 	25.221, 	25.1457, 	1, 	-1.249e-14, 	2.128, 	(-0.934322,0.319597);
19:13:49.929, 	1, 	2, 	29.55, 	25.1574, 	1, 	-1.249e-14, 	2.128, 	(-0.295217,-0.537737);
19:13:49.947, 	1, 	1, 	31.4342, 	23.1089, 	0, 	-1.249e-14, 	1.824, 	(1.44363,0.648269);(1.71287,0.196133);(0.682951,-0.571972);(-0.155672,-1.08646);
19:13:49.969, 	1, 	2, 	22.0621, 	24.395, 	1, 	-1.249e-14, 	2.128, 	(-0.071288,-0.934357);
19:13:49.987, 	1, 	1, 	31.8356, 	24.9397, 	0, 	-1.249e-14, 	1.824, 	(-1.09559,-1.38171);(-1.67182,-1.22397);(-1.55318,0.183094);(-0.620709,1.69456);
19:13:50.007, 	1, 	1, 	31.5503, 	26.7987, 	0, 	-1.249e-14, 	1.52, 	(0.66965,1.55414);(1.28069,1.42053);(1.23402,0.0698335);(0.711221,-1.26151);
19:13:50.030, 	1, 	2, 	31.4182, 	26.6212, 	1, 	-1.249e-14, 	1.824, 	(0.335752,-0.861958);
19:13:50.048, 	1, 	1, 	24.9543, 	25.9835, 	0, 	-1.249e-14, 	1.52, 	(-1.24155,-0.148707);(-1.84835,0.0139725);(-1.89101,1.48588);(0.823915,2.6377);
19:13:50.068, 	1, 	1, 	32.593, 	23.0229, 	0, 	-1.249e-14, 	1.216, 	(-1.72726,-0.28587);(-2.07888,0.375963);(-0.912095,1.25849);(0.89026,1.49055);
19:13:50.090, 	1, 	2, 	30.7271, 	25.5234, 	1, 	-1.249e-14, 	1.52, 	(0.672651,0.514246);
19:13:50.108, 	1, 	1, 	31.4411, 	23.7147, 	0, 	-1.249e-14, 	1.216, 	(-1.61019,-0.553307);(-2.21342,-0.0805714);(-1.55929,1.36838);(0.820646,2.13002);
19:13:50.129, 	1, 	1, 	25.6725, 	17.3988, 	0, 	-1.249e-14, 	0.912, 	(-1.17396,-0.482733);(-1.90324,-0.46961);(-2.10783,1.22648);(0.569505,2.70376);
19:13:50.151, 	1, 	2, 	28.6263, 	26.3361, 	1, 	-1.249e-14, 	1.216, 	(-1.02731,0.042275);
19:13:50.171, 	1, 	1, 	32.4059, 	25.0353, 	0, 	-1.249e-14, 	0.912, 	(-1.13851,1.3404);(-0.826323,2.02161);(0.878266,1.84913);(2.21698,-0.25542);
19:13:50.188, 	1, 	1, 	31.6931, 	22.2981, 	0, 	-1.249e-14, 	0.912, 	(1.42928,-0.331635);(1.24878,-1.04855);(-0.0486292,-0.837575);(-0.864284,-0.318477);
19:13:50.211, 	1, 	2, 	24.0757, 	25.9037, 	1, 	-1.249e-14, 	1.216, 	(-0.84198,-0.552457);
19:13:50.228, 	1, 	1, 	31.8301, 	21.7333, 	0, 	-1.249e-14, 	0.912, 	(0.817074,-1.54012);(0.136388,-1.98541);(-1.07375,-0.962312);(-1.45599,0.795124);
19:13:50.251, 	1, 	2, 	28.7744, 	25.4424, 	1, 	-1.249e-14, 	1.216, 	(-0.422507,-0.159312);
19:13:50.272, 	1, 	2, 	31.448, 	24.811, 	1, 	-1.249e-14, 	1.52, 	(0.54266,0.47745);
19:13:50.289, 	1, 	1, 	25.7284, 	21.5203, 	0, 	-1.249e-14, 	1.216, 	(1.40646,0.237643);(1.81315,-0.266152);(1.41265,-2.08073);(-1.63868,-1.96402);
19:13:50.312, 	1, 	2, 	30.5114, 	25.6363, 	1, 	-1.249e-14, 	1.52, 	(0.225329,0.572737);
19:13:50.332, 	1, 	2, 	19.7089, 	23.6667, 	1, 	-1.249e-14, 	1.824, 	(-0.0751721,-0.910882);
19:13:50.349, 	1, 	1, 	30.9289, 	23.8328, 	0, 	-1.249e-14, 	1.52, 	(-1.17296,0.910459);(-0.417205,1.53883);(0.464118,0.512215);(0.819731,-0.300507);
19:13:50.374, 	1, 	2, 	26.4473, 	23.2889, 	1, 	-1.249e-14, 	1.824, 	(0.530833,0.179955);
19:13:50.393, 	1, 	2, 	29.0354, 	25.4764, 	1, 	-1.249e-14, 	2.128, 	(0.113584,0.558076);
19:13:50.410, 	1, 	1, 	30.9702, 	23.2328, 	0, 	-1.249e-14, 	1.824, 	(-1.2374,-1.0138);(-2.1641,-0.387952);(-1.47827,1.63069);(1.27679,1.88714);
19:13:50.433, 	1, 	2, 	31.713, 	25.7907, 	1, 	-1.249e-14, 	2.128, 	(0.143092,0.755241);
19:13:50.453, 	1, 	2, 	30.5107, 	25.4166, 	1, 	-1.249e-14, 	2.128, 	(0.0573713,-0.580913);
19:13:50.470, 	1, 	1, 	28.2339, 	25.0286, 	0, 	-1.249e-14, 	1.824, 	(0.219402,-1.52278);(-0.667265,-1.95313);(-2.32109,-0.475342);(-0.986049,2.27525);
19:13:50.494, 	1, 	2, 	30.0905, 	24.7498, 	1, 	-1.249e-14, 	2.128, 	(0.00745907,-0.723044);
19:13:50.510, 	1, 	1, 	24.0508, 	21.9202, 	0, 	-1.249e-14, 	1.824, 	(1.1114,-0.30473);(1.29564,-1.09172);(-0.361485,-2.39916);(-2.54465,-0.102069);
19:13:50.530, 	1, 	1, 	26.1275, 	24.1919, 	0, 	-1.249e-14, 	1.52, 	(-0.702174,0.176505);(0.329333,0.226048);(1.17885,-1.81383);(0.806013,-1.41128);
19:13:50.554, 	1, 	2, 	18.6055, 	23.6033, 	1, 	-1.249e-14, 	1.824, 	(0.491177,-0.752185);
19:13:50.570, 	1, 	1, 	30.6718, 	23.5253, 	0, 	-1.249e-14, 	1.52, 	(-0.314631,-1.39651);(-1.39058,-0.941733);(-0.781259,0.527067);(0.366876,1.01433);
19:13:50.590, 	1, 	1, 	30.654, 	23.9226, 	0, 	-1.249e-14, 	1.216, 	(0.224176,-1.58315);(-1.02091,-1.79184);(-1.85832,0.168987);(-0.164522,1.99694);
19:13:50.616, 	1, 	2, 	28.3286, 	26.0692, 	1, 	-1.249e-14, 	1.52, 	(-0.840089,0.391149);
19:13:50.631, 	1, 	1, 	30.3074, 	22.1842, 	0, 	-1.249e-14, 	1.216, 	(0.210179,-1.50716);(-0.98341,-1.55193);(-1.26797,0.217242);(-0.0188185,1.3539);
19:13:50.651, 	1, 	1, 	30.3023, 	26.2218, 	0, 	-1.249e-14, 	0.912, 	(-1.14605,-1.01317);(-2.02192,-0.244784);(-1.17026,1.82697);(1.71156,1.44157);
19:13:50.675, 	1, 	2, 	26.0363, 	25.7614, 	1, 	-1.249e-14, 	1.216, 	(0.835292,0.312511);
19:13:50.691, 	1, 	1, 	30.3766, 	22.716, 	0, 	-1.249e-14, 	0.912, 	(-0.442726,0.261711);(-0.442726,0.261711);(0.442726,-0.261711);(-0.442726,0.261711);
19:13:50.711, 	1, 	1, 	29.7677, 	24.6363, 	0, 	-1.249e-14, 	0.912, 	(1.5338,0.35371);(1.81009,-0.757591);(0.061373,-2.33256);(-2.33568,-0.301876);
19:13:50.736, 	1, 	2, 	30.6508, 	26.6003, 	1, 	-1.249e-14, 	1.216, 	(0.678079,0.365874);
19:13:50.751, 	1, 	1, 	32.0695, 	25.0252, 	0, 	-1.249e-14, 	0.912, 	(-0.949748,-1.42637);(-1.97036,-0.448969);(-1.07079,1.56581);(1.49002,1.16574);
19:13:50.776, 	1, 	2, 	29.2309, 	25.2049, 	1, 	-1.249e-14, 	1.216, 	(-0.443536,0.664995);
19:13:50.797, 	1, 	2, 	20.1109, 	23.8563, 	1, 	-1.249e-14, 	1.52, 	(-0.226806,-0.752708);
19:13:50.812, 	1, 	1, 	30.3985, 	21.5259, 	0, 	-1.249e-14, 	1.216, 	(0.501526,-1.37672);(-0.865321,-1.40426);(-0.857194,0.26392);(0.163752,0.91229);
19:13:50.836, 	1, 	2, 	26.3508, 	27.1227, 	1, 	-1.249e-14, 	1.52, 	(0.0692592,-0.954881);
19:13:50.857, 	1, 	2, 	30.1149, 	26.0223, 	1, 	-1.249e-14, 	1.824, 	(0.0239558,-0.57186);
19:13:50.872, 	1, 	1, 	31.9449, 	22.697, 	0, 	-1.249e-14, 	1.52, 	(-0.0312627,1.65321);(1.45171,1.12615);(0.951582,-0.738147);(-0.705784,-1.03777);
19:13:50.904, 	1, 	2, 	24.4226, 	26.1302, 	1, 	-1.249e-14, 	1.824, 	(0.627591,-0.589052);
19:13:50.917, 	1, 	2, 	27.0446, 	25.6742, 	1, 	-1.249e-14, 	2.128, 	(-0.320045,0.786655);
19:13:50.932, 	1, 	1, 	27.9584, 	17.2265, 	0, 	-1.249e-14, 	1.824, 	(1.26982,-0.654178);(0.513594,-1.91222);(-2.00837,-1.18221);(-1.22502,2.04922);
19:13:50.957, 	1, 	2, 	31.4486, 	24.946, 	1, 	-1.249e-14, 	2.128, 	(0.681192,-0.198539);
19:13:50.977, 	1, 	2, 	24.8246, 	23.3173, 	1, 	-1.249e-14, 	2.128, 	(0.678015,-0.341074);
19:13:50.993, 	1, 	1, 	25.4916, 	20.4333, 	0, 	-1.249e-14, 	1.824, 	(-1.23533,0.255003);(-1.08004,1.431);(1.4871,1.7784);(1.79051,-1.56217);
19:13:51.018, 	1, 	2, 	19.0351, 	22.4978, 	1, 	-1.249e-14, 	2.128, 	(0.625572,0.577074);
19:13:51.033, 	1, 	1, 	29.5535, 	22.2371, 	0, 	-1.249e-14, 	1.824, 	(-1.19938,1.03928);(0.112416,2.00534);(2.10846,0.411999);(0.34465,-2.19628);
19:13:51.053, 	1, 	1, 	30.9671, 	21.2681, 	0, 	-1.249e-14, 	1.52, 	(-1.28635,-0.516676);(-1.16781,1.03747);(0.422029,0.652282);(0.700146,-0.412091);
19:13:51.078, 	1, 	2, 	28.8359, 	25.1518, 	1, 	-1.249e-14, 	1.824, 	(0.722491,0.290633);
19:13:51.094, 	1, 	1, 	29.7343, 	21.7652, 	0, 	-1.249e-14, 	1.52, 	(-0.64985,-1.51645);(-1.96122,-0.173381);(-0.359926,1.31097);(1.39847,0.366808);
19:13:51.113, 	1, 	1, 	30.3602, 	23.8642, 	0, 	-1.249e-14, 	1.216, 	(0.754601,-1.43102);(-0.985687,-1.89389);(-2.03352,0.587102);(0.681904,2.0753);
19:13:51.139, 	1, 	2, 	25.9267, 	26.4968, 	1, 	-1.249e-14, 	1.52, 	(0.240021,-0.952585);
19:13:51.153, 	1, 	1, 	25.2262, 	23.0836, 	0, 	-1.249e-14, 	1.216, 	(-0.782957,-1.19919);(-1.84639,-0.204305);(-0.717676,2.19611);(2.31436,0.493976);
19:13:51.177, 	1, 	1, 	29.912, 	19.9046, 	0, 	-1.249e-14, 	0.912, 	(-1.70128,0.563804);(-0.456577,2.06902);(1.7956,0.682283);(0.564655,-1.95876);
19:13:51.199, 	1, 	2, 	22.6326, 	24.8453, 	1, 	-1.249e-14, 	1.216, 	(0.492116,0.732228);
19:13:51.213, 	1, 	1, 	31.2329, 	22.3214, 	0, 	-1.249e-14, 	0.912, 	(-1.46629,1.0761);(0.257917,2.13466);(1.78767,-0.067893);(-0.206171,-1.94735);
19:13:51.240, 	1, 	2, 	28.825, 	26.2776, 	1, 	-1.249e-14, 	1.216, 	(-0.664681,0.582613);
19:13:51.259, 	1, 	2, 	30.7681, 	25.8711, 	1, 	-1.249e-14, 	1.52, 	(-0.260062,0.786819);
19:13:51.274, 	1, 	1, 	30.5825, 	26.0233, 	0, 	-1.249e-14, 	1.216, 	(1.60487,0.265713);(1.37051,-1.52975);(-1.47244,-1.47842);(-1.36892,1.74766);
19:13:51.300, 	0, 	2, 	26.817, 	14.4753, 	0, 	-1.249e-14, 	1.216, 	(0.140172,-0.117723);
19:13:51.320, 	1, 	2, 	30.0867, 	26.517, 	1, 	4, 	1.52, 	(-0.679409,-0.60737);
19:13:51.334, 	1, 	1, 	30.2746, 	22.3537, 	0, 	4, 	1.216, 	(-1.52622,0.666319);(0.0294561,1.86566);(1.31438,-0.071574);(-0.236821,-1.36095);
19:13:51.360, 	1, 	2, 	23.9662, 	21.9513, 	1, 	4, 	1.52, 	(-0.597784,-0.246746);
19:13:51.380, 	1, 	2, 	27.8074, 	26.1961, 	1, 	4, 	1.824, 	(-0.477059,0.198846);
19:13:51.394, 	1, 	1, 	26.7125, 	18.6034, 	0, 	4, 	1.52, 	(-1.048,0.951833);(0.212668,1.76907);(2.26885,-0.315729);(-0.749854,-2.228);
19:13:51.421, 	1, 	2, 	30.4045, 	25.5384, 	1, 	4, 	1.824, 	(-0.829789,0.0157285);
19:13:51.441, 	1, 	2, 	24.1125, 	27.0984, 	1, 	4, 	1.824, 	(0.894296,-0.32087);
19:13:51.454, 	1, 	1, 	31.0584, 	21.7591, 	0, 	4, 	1.52, 	(1.69732,0.0759384);(0.810293,-1.8948);(-1.7723,-0.695674);(-0.322901,1.86829);
19:13:51.481, 	1, 	2, 	19.7747, 	22.4676, 	1, 	4, 	1.824, 	(-0.853033,0.0716045);
19:13:51.495, 	1, 	1, 	30.4901, 	20.556, 	0, 	4, 	1.824, 	(-1.45519,0.524375);(0.111377,1.79784);(1.25486,-0.187696);(-0.43887,-1.1945);
19:13:51.515, 	1, 	1, 	31.1536, 	20.8723, 	0, 	4, 	1.52, 	(-1.64617,-0.0139371);(-0.801542,1.86064);(1.87652,0.676902);(0.187389,-2.03545);
19:13:51.542, 	1, 	2, 	28.1104, 	21.3428, 	1, 	4, 	1.824, 	(0.0622257,0.271745);
19:13:51.555, 	1, 	1, 	26.1427, 	21.8305, 	0, 	4, 	1.52, 	(-0.584425,1.33089);(1.32782,1.44414);(1.53694,-1.6193);(-2.00369,-1.08424);
19:13:51.575, 	1, 	1, 	28.9668, 	19.3659, 	0, 	4, 	1.216, 	(-0.794415,-1.26748);(-2.00472,0.363931);(0.640168,2.0973);(1.84671,-1.17075);
19:13:51.602, 	1, 	2, 	28.6352, 	25.3487, 	1, 	4, 	1.52, 	(0.508478,-0.493072);
19:13:51.617, 	1, 	1, 	25.467, 	18.797, 	0, 	4, 	1.216, 	(1.17069,-0.684817);(-0.0612291,-1.84103);(-2.29846,0.355038);(1.01569,2.07529);
19:13:51.635, 	1, 	1, 	27.2154, 	18.797, 	0, 	4, 	0.912, 	(1.17069,-0.684817);(-0.0612291,-1.84103);(-2.29846,0.355038);(1.01569,2.07529);
19:13:51.663, 	1, 	2, 	29.7574, 	22.326, 	1, 	4, 	1.216, 	(0.153615,0.127257);
19:13:51.676, 	1, 	1, 	29.4722, 	19.8291, 	0, 	4, 	0.912, 	(0.595091,-1.24439);(-1.27435,-0.831756);(-0.294861,0.760637);(0.802507,0.0950903);
19:13:51.697, 	1, 	1, 	29.5748, 	22.6582, 	0, 	4, 	0.912, 	(-0.361975,-1.54808);(-1.99899,-0.0701804);(0.272773,1.76254);(1.52748,-0.763582);
19:13:51.724, 	1, 	2, 	29.4753, 	26.2418, 	1, 	4, 	1.216, 	(-0.219838,-0.788919);
19:13:51.737, 	1, 	1, 	28.7264, 	20.3331, 	0, 	4, 	0.912, 	(1.39564,0.566824);(1.28097,-1.47622);(-1.84689,-1.15712);(-0.362274,2.06163);
19:13:51.764, 	1, 	2, 	29.041, 	26.0615, 	1, 	4, 	1.216, 	(0.569156,0.32194);
19:13:51.784, 	1, 	2, 	19.1664, 	23.7691, 	1, 	4, 	1.52, 	(-0.364735,-0.784216);
19:13:51.802, 	1, 	1, 	29.176, 	19.535, 	0, 	-1.249e-14, 	1.216, 	(0.194589,1.61346);(1.95019,0.197538);(-0.214406,-1.50188);(-1.25769,0.753805);
19:13:51.824, 	1, 	2, 	24.383, 	24.9693, 	1, 	-1.249e-14, 	1.52, 	(0.740778,-0.324257);
