(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:31:23.530, 	1, 	2, 	29.1389, 	25.9981, 	1, 	-1.249e-14, 	3.04, 	(-0.810085,0.000516851);
17:31:23.550, 	1, 	2, 	19.721, 	23.2126, 	1, 	-1.249e-14, 	3.04, 	(0.73821,-0.0263996);
17:31:23.570, 	1, 	2, 	30.5357, 	26.6276, 	1, 	-1.249e-14, 	3.04, 	(0.503542,-0.58906);
17:31:23.590, 	1, 	2, 	29.5408, 	22.8867, 	1, 	-1.249e-14, 	3.04, 	(-0.0371307,-0.0105247);
17:31:23.610, 	1, 	2, 	30.2577, 	21.0246, 	1, 	-1.249e-14, 	3.04, 	(-0.0163762,-0.177216);
17:31:23.631, 	1, 	2, 	22.8454, 	20.1524, 	1, 	-1.249e-14, 	3.04, 	(0.0543618,0.307906);
17:31:23.651, 	1, 	2, 	27.1776, 	19.7834, 	1, 	-1.249e-14, 	3.04, 	(-0.143763,0.198065);
17:31:23.671, 	1, 	2, 	32.2035, 	25.9245, 	1, 	-1.249e-14, 	3.04, 	(0.960629,-0.169978);
17:31:23.691, 	1, 	2, 	30.3725, 	26.1142, 	1, 	-1.249e-14, 	3.04, 	(0.240846,0.837292);
17:31:23.711, 	1, 	2, 	29.9489, 	22.863, 	1, 	-1.249e-14, 	3.04, 	(0.0674822,-0.0971107);
17:31:23.732, 	1, 	2, 	30.6996, 	20.7717, 	1, 	-1.249e-14, 	3.04, 	(0.247863,0.0435148);
17:31:23.751, 	1, 	2, 	32.5098, 	21.9598, 	1, 	-1.249e-14, 	3.04, 	(0.148432,-0.136111);
17:31:23.772, 	1, 	2, 	25.9728, 	21.6957, 	1, 	-1.249e-14, 	3.04, 	(-0.253186,0.209163);
17:31:23.792, 	1, 	2, 	30.9309, 	25.3072, 	1, 	-1.249e-14, 	3.04, 	(0.0180046,-0.89722);
17:31:23.812, 	1, 	2, 	32.7702, 	26.2679, 	1, 	-1.249e-14, 	3.04, 	(0.553701,0.603641);
17:31:23.835, 	1, 	2, 	31.7842, 	26.5692, 	1, 	-1.249e-14, 	3.04, 	(0.750946,-0.291447);
17:31:23.853, 	1, 	2, 	29.6639, 	22.5896, 	1, 	-1.249e-14, 	3.04, 	(0.132925,-0.00742623);
