(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
15:42:04.121, 	1, 	2, 	30.1761, 	26.2153, 	1, 	4, 	2.432, 	(-0.469205,-0.267176);
15:42:04.141, 	1, 	2, 	29.5338, 	23.5721, 	1, 	4, 	2.432, 	(-0.018993,0.0281496);
15:42:04.172, 	1, 	2, 	32.0267, 	21.6914, 	1, 	4, 	2.432, 	(-0.0780283,0.0906224);
15:42:04.182, 	1, 	2, 	23.5245, 	19.8854, 	1, 	4, 	2.736, 	(0.158401,-0.203287);
15:42:04.202, 	0, 	2, 	28.1006, 	19.1478, 	1, 	4, 	2.736, 	(0.161875,-0.0575535);
15:42:04.222, 	0, 	2, 	19.5502, 	13.1594, 	0, 	8, 	2.432, 	(0.108852,-0.00180839);
15:42:04.235, 	1, 	1, 	31.4001, 	23.56, 	0, 	12, 	2.128, 	(0.538432,-1.53395);(0.172929,-1.85083);(-0.694608,-0.99192);(-1.44121,0.0181493);
15:42:04.270, 	1, 	2, 	29.5269, 	25.8836, 	1, 	12, 	2.128, 	(0.452233,0.382822);
15:42:04.282, 	1, 	2, 	30.5215, 	25.7639, 	1, 	12, 	2.128, 	(-0.701324,-0.380808);
15:42:04.302, 	1, 	2, 	30.1891, 	26.0435, 	1, 	12, 	2.128, 	(0.404544,0.634957);
15:42:04.323, 	1, 	2, 	29.5665, 	22.9136, 	1, 	12, 	2.128, 	(-0.10226,-0.157617);
15:42:04.343, 	1, 	2, 	29.8698, 	22.2115, 	1, 	12, 	2.128, 	(-0.272598,-0.0948323);
15:42:04.369, 	1, 	2, 	21.0901, 	21.0478, 	1, 	12, 	2.128, 	(-0.19819,0.317503);
15:42:04.383, 	1, 	2, 	28.8686, 	24.2973, 	1, 	12, 	2.128, 	(-0.155804,-0.16281);
15:42:04.403, 	1, 	2, 	28.3611, 	23.4297, 	1, 	12, 	2.432, 	(-0.0205377,-0.309419);
15:42:04.423, 	1, 	2, 	20.2026, 	20.5817, 	1, 	12, 	2.736, 	(-0.232228,0.266463);
15:42:04.444, 	1, 	2, 	29.2961, 	23.0975, 	1, 	12, 	3.04, 	(0.000930599,0.271593);
15:42:04.471, 	1, 	2, 	27.8936, 	25.8303, 	1, 	12, 	3.04, 	(-0.551473,-0.517299);
15:42:04.484, 	1, 	2, 	20.1885, 	22.8539, 	1, 	8, 	3.04, 	(0.492101,0.469572);
15:42:04.504, 	1, 	2, 	22.3189, 	25.2115, 	1, 	8, 	3.04, 	(-0.690201,0.102382);
15:42:04.524, 	1, 	2, 	27.8057, 	24.6264, 	1, 	8, 	3.04, 	(0.444354,0.155256);
15:42:04.544, 	1, 	2, 	19.5687, 	24.6264, 	1, 	8, 	3.04, 	(0.444354,0.155256);
15:42:04.569, 	1, 	2, 	22.6037, 	23.6631, 	1, 	8, 	3.04, 	(-0.260152,-0.600673);
15:42:04.585, 	1, 	2, 	24.2634, 	25.0323, 	1, 	8, 	3.04, 	(0.479914,0.420665);
15:42:04.605, 	1, 	2, 	19.0886, 	22.1745, 	1, 	8, 	3.04, 	(-0.175674,0.507716);
15:42:04.625, 	1, 	2, 	28.3289, 	23.6438, 	1, 	8, 	3.04, 	(-0.192129,0.434558);
15:42:04.645, 	1, 	2, 	26.4415, 	23.4051, 	1, 	8, 	3.04, 	(-0.259943,-0.293731);
15:42:04.670, 	1, 	2, 	26.5145, 	23.5585, 	1, 	8, 	3.04, 	(0.206263,0.23567);
15:42:04.691, 	1, 	2, 	26.0944, 	19.983, 	1, 	8, 	3.04, 	(0.17214,0.0323028);
15:42:04.707, 	0, 	2, 	22.9241, 	18.2239, 	1, 	8, 	3.04, 	(0.0933423,0.211426);
15:42:04.726, 	0, 	2, 	25.4054, 	19.7366, 	0, 	8, 	2.736, 	(-0.12895,-0.0764506);
