(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
14:44:16.297, 	1, 	2, 	25.9877, 	26.7235, 	1, 	-1.249e-14, 	3.04, 	(0.992983,-0.17875);
14:44:16.317, 	1, 	2, 	29.8845, 	26.3212, 	1, 	-1.249e-14, 	3.04, 	(-0.642738,0.764173);
14:44:16.338, 	1, 	2, 	20.527, 	24.7859, 	1, 	-1.249e-14, 	3.04, 	(-0.94704,-0.222641);
14:44:16.358, 	1, 	2, 	23.911, 	25.3729, 	1, 	-1.249e-14, 	3.04, 	(0.810461,0.596845);
14:44:16.378, 	1, 	2, 	28.0569, 	26.1634, 	1, 	-1.249e-14, 	3.04, 	(-0.646931,-0.778221);
14:44:16.398, 	1, 	2, 	19.5361, 	23.5117, 	1, 	-1.249e-14, 	3.04, 	(0.908013,0.300928);
14:44:16.418, 	1, 	2, 	22.9429, 	25.6166, 	1, 	-1.249e-14, 	3.04, 	(0.273419,-0.978436);
14:44:16.438, 	1, 	2, 	27.3234, 	26.188, 	1, 	-1.249e-14, 	3.04, 	(0.0763552,-1.02136);
14:44:16.459, 	1, 	2, 	31.7854, 	26.0387, 	1, 	-1.249e-14, 	3.04, 	(-0.637102,0.759095);
14:44:16.479, 	1, 	2, 	31.6864, 	26.1559, 	1, 	-1.249e-14, 	3.04, 	(-0.326337,0.847183);
14:44:16.499, 	1, 	2, 	30.6661, 	25.6943, 	1, 	-1.249e-14, 	3.04, 	(-0.749545,-0.182701);
14:44:16.519, 	1, 	2, 	30.2168, 	26.7611, 	1, 	-1.249e-14, 	3.04, 	(0.914788,-0.383431);
14:44:16.539, 	1, 	2, 	31.637, 	25.9505, 	1, 	-1.249e-14, 	3.04, 	(-0.87553,-0.332984);
14:44:16.559, 	1, 	2, 	31.4973, 	26.5021, 	1, 	-1.249e-14, 	3.04, 	(0.0308813,-0.830626);
14:44:16.579, 	1, 	2, 	29.5116, 	26.2019, 	1, 	-1.249e-14, 	3.04, 	(-0.117783,-1.01879);
14:44:16.599, 	1, 	2, 	19.8907, 	23.9542, 	1, 	-1.249e-14, 	3.04, 	(-0.478414,-0.844358);
14:44:16.620, 	1, 	2, 	22.6801, 	25.9364, 	1, 	-1.249e-14, 	3.04, 	(-0.998718,-0.189995);
14:44:16.640, 	1, 	2, 	26.9427, 	26.4672, 	1, 	-1.249e-14, 	3.04, 	(-0.775546,0.667149);
14:44:16.660, 	1, 	2, 	30.1481, 	25.9452, 	1, 	-1.249e-14, 	3.04, 	(0.894797,-0.386533);
14:44:16.680, 	1, 	2, 	21.3826, 	24.2885, 	1, 	-1.249e-14, 	3.04, 	(0.697723,-0.724966);
14:44:16.700, 	1, 	2, 	25.0108, 	26.1085, 	1, 	-1.249e-14, 	3.04, 	(0.402572,-0.908071);
14:44:16.720, 	1, 	2, 	30.1201, 	26.3708, 	1, 	-1.249e-14, 	3.04, 	(-0.0841363,-0.992744);
14:44:16.741, 	1, 	2, 	32.8182, 	26.2137, 	1, 	-1.249e-14, 	3.04, 	(-0.711056,0.616281);
14:44:16.761, 	1, 	2, 	23.8824, 	26.395, 	1, 	-1.249e-14, 	3.04, 	(-0.706694,0.794946);
14:44:16.781, 	1, 	2, 	29.352, 	25.8478, 	1, 	-1.249e-14, 	3.04, 	(-0.456693,0.539124);
14:44:16.801, 	1, 	2, 	31.633, 	26.084, 	1, 	-1.249e-14, 	3.04, 	(-0.769513,-0.628687);
14:44:16.821, 	1, 	2, 	22.8137, 	24.777, 	1, 	-1.249e-14, 	3.04, 	(1.0195,-0.185242);
14:44:16.841, 	1, 	2, 	27.332, 	26.4913, 	1, 	-1.249e-14, 	3.04, 	(0.859284,0.395014);
14:44:16.862, 	1, 	2, 	30.8876, 	26.4856, 	1, 	-1.249e-14, 	3.04, 	(0.150541,-0.893962);
14:44:16.882, 	1, 	2, 	31.0755, 	26.2614, 	1, 	-1.249e-14, 	3.04, 	(-0.392393,0.731337);
14:44:16.902, 	1, 	2, 	30.7898, 	25.4145, 	1, 	-1.249e-14, 	3.04, 	(0.160394,0.757277);
