(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:42:22.293, 	1, 	2, 	20.9672, 	19.2102, 	1, 	12, 	2.128, 	(-0.181117,-0.20443);
17:42:22.314, 	1, 	2, 	30.688, 	23.8256, 	1, 	12, 	2.432, 	(-0.197208,0.173939);
17:42:22.334, 	1, 	2, 	29.3943, 	23.968, 	1, 	12, 	2.736, 	(0.135935,0.150757);
17:42:22.354, 	1, 	2, 	20.2462, 	19.8781, 	1, 	12, 	2.736, 	(0.275226,-0.123593);
17:42:22.374, 	1, 	2, 	29.4883, 	25.1891, 	1, 	12, 	3.04, 	(-0.607476,0.488157);
17:42:22.394, 	1, 	2, 	27.5462, 	26.6742, 	1, 	12, 	3.04, 	(0.347875,0.897271);
17:42:22.414, 	1, 	2, 	19.2325, 	23.9273, 	1, 	12, 	3.04, 	(0.581185,-0.732064);
17:42:22.435, 	1, 	2, 	24.1011, 	26.3237, 	1, 	12, 	3.04, 	(0.242347,0.986047);
17:42:22.455, 	1, 	2, 	27.9122, 	19.0682, 	1, 	12, 	3.04, 	(0.20971,-0.0737058);
17:42:22.475, 	1, 	2, 	31.265, 	18.5153, 	1, 	12, 	3.04, 	(0.194689,-0.0289881);
17:42:22.495, 	1, 	2, 	22.7296, 	19.2663, 	1, 	12, 	3.04, 	(-0.180495,-0.149276);
17:42:22.515, 	1, 	2, 	27.4854, 	25.66, 	1, 	12, 	3.04, 	(-0.968742,-0.356514);
17:42:22.535, 	1, 	2, 	28.6229, 	26.336, 	1, 	12, 	3.04, 	(0.524045,0.0803104);
17:42:22.556, 	1, 	2, 	22.6106, 	23.9354, 	1, 	8, 	3.04, 	(0.685372,0.367032);
17:42:22.576, 	1, 	2, 	29.164, 	20.1907, 	1, 	4, 	3.04, 	(-0.006685,0.0122517);
17:42:22.596, 	1, 	2, 	29.4704, 	19.738, 	1, 	4, 	3.04, 	(-0.149434,-0.0637546);
17:42:22.616, 	1, 	2, 	29.1098, 	23.1506, 	1, 	4, 	3.04, 	(0.0820963,0.00864082);
17:42:22.636, 	1, 	2, 	26.1599, 	25.5518, 	1, 	-1.249e-14, 	3.04, 	(-0.840376,-0.285155);
17:42:22.656, 	1, 	2, 	29.3956, 	22.5435, 	1, 	-1.249e-14, 	3.04, 	(-0.214884,0.625592);
17:42:22.677, 	1, 	2, 	21.7325, 	23.9768, 	1, 	-1.249e-14, 	3.04, 	(-0.674262,0.242334);
17:42:22.696, 	1, 	2, 	26.4001, 	26.3613, 	1, 	-1.249e-14, 	3.04, 	(0.78825,0.522894);
17:42:22.717, 	1, 	2, 	27.2155, 	26.1681, 	1, 	-1.249e-14, 	3.04, 	(-0.443829,-0.0977911);
17:42:22.737, 	1, 	2, 	21.5111, 	24.5821, 	1, 	-1.249e-14, 	3.04, 	(-0.555807,-0.581037);
