(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:37:05.954, 	1, 	2, 	24.8785, 	24.4995, 	1, 	4, 	3.04, 	(0.455049,-0.311239);
17:37:05.974, 	1, 	2, 	24.0861, 	25.62, 	1, 	4, 	3.04, 	(-0.310264,-0.239011);
17:37:05.994, 	1, 	2, 	21.6091, 	25.8163, 	1, 	4, 	3.04, 	(-0.399038,0.788325);
17:37:06.008, 	1, 	2, 	26.4638, 	26.1822, 	1, 	4, 	3.04, 	(0.818351,0.0809333);
17:37:06.025, 	1, 	2, 	24.7683, 	18.2647, 	1, 	-1.249e-14, 	3.04, 	(0.0957318,-0.032624);
17:37:06.044, 	1, 	2, 	20.4013, 	19.1457, 	1, 	-1.249e-14, 	3.04, 	(-0.0710171,-0.210652);
17:37:06.065, 	1, 	2, 	22.4588, 	18.604, 	1, 	-1.249e-14, 	3.04, 	(-0.216954,0.0492148);
17:37:06.086, 	1, 	2, 	25.2964, 	20.0372, 	1, 	-1.249e-14, 	3.04, 	(-0.0664697,-0.0880586);
17:37:06.108, 	1, 	2, 	25.1335, 	25.2769, 	1, 	-1.249e-14, 	3.04, 	(-0.624058,-0.00822718);
17:37:06.131, 	1, 	2, 	22.9622, 	25.7471, 	1, 	-1.249e-14, 	3.04, 	(-0.722194,0.0881149);
17:37:06.145, 	1, 	2, 	27.3722, 	25.6711, 	1, 	-1.249e-14, 	3.04, 	(0.149413,-0.535814);
17:37:06.165, 	1, 	2, 	26.5389, 	25.8209, 	1, 	-1.249e-14, 	3.04, 	(-0.702163,0.0580137);
17:37:06.186, 	1, 	2, 	23.3802, 	16.105, 	1, 	-1.249e-14, 	3.04, 	(-0.162579,-0.260254);
17:37:06.206, 	1, 	2, 	25.3786, 	16.105, 	1, 	-1.249e-14, 	3.04, 	(-0.162579,-0.260254);
17:37:06.226, 	1, 	2, 	27.5807, 	25.5509, 	1, 	-1.249e-14, 	3.04, 	(-0.300079,-0.773067);
17:37:06.246, 	1, 	2, 	23.8592, 	23.6105, 	1, 	-1.249e-14, 	3.04, 	(-0.523932,0.158004);
17:37:06.266, 	1, 	2, 	26.2862, 	24.9059, 	1, 	-1.249e-14, 	3.04, 	(0.367906,0.0356663);
17:37:06.287, 	1, 	2, 	27.2606, 	25.0623, 	1, 	-1.249e-14, 	3.04, 	(-0.571509,0.552835);
17:37:06.307, 	0, 	2, 	22.7985, 	9.61284, 	1, 	-1.249e-14, 	3.04, 	(0.0521732,-0.0381063);
17:37:06.327, 	0, 	2, 	26.809, 	10.0465, 	0, 	4, 	2.736, 	(0.00645076,0.00186512);
17:37:06.346, 	1, 	1, 	26.5679, 	23.3486, 	0, 	8, 	2.128, 	(-0.821556,-1.14431);(1.45655,-0.578005);(0.463715,0.405538);(-0.251139,0.614466);
17:37:06.367, 	1, 	2, 	21.5549, 	24.8315, 	1, 	8, 	2.128, 	(-0.758091,0.308497);
17:37:06.387, 	1, 	2, 	27.1705, 	25.4675, 	1, 	8, 	2.128, 	(-0.534633,-0.133406);
17:37:06.407, 	1, 	2, 	26.4388, 	14.3915, 	1, 	8, 	2.128, 	(-0.0359065,0.0211178);
17:37:06.428, 	1, 	2, 	28.3206, 	16.0765, 	1, 	8, 	2.128, 	(0.0580991,-0.0669525);
17:37:06.448, 	1, 	2, 	25.9404, 	15.9311, 	1, 	8, 	2.128, 	(0.14268,-0.0287993);
17:37:06.468, 	1, 	2, 	28.0727, 	17.1324, 	1, 	8, 	2.128, 	(0.142418,0.0718915);
17:37:06.488, 	1, 	2, 	21.6576, 	25.2208, 	1, 	8, 	2.128, 	(0.353279,0.801484);
17:37:06.508, 	1, 	2, 	24.8348, 	25.4328, 	1, 	8, 	2.432, 	(-0.0169313,0.925195);
17:37:06.528, 	1, 	2, 	26.4591, 	26.3971, 	1, 	8, 	2.736, 	(-0.0732262,-0.531938);
17:37:06.548, 	0, 	2, 	27.5855, 	13.7746, 	1, 	8, 	2.736, 	(-0.0483771,-0.125633);
