(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:15:43.389, 	1, 	2, 	26.6371, 	26.0602, 	1, 	-1.249e-14, 	3.04, 	(-0.450486,-0.653785);
17:15:43.409, 	1, 	2, 	26.8651, 	25.5156, 	1, 	-1.249e-14, 	3.04, 	(0.575533,-0.472891);
17:15:43.429, 	1, 	2, 	26.6757, 	25.3068, 	1, 	-1.249e-14, 	3.04, 	(0.625415,-0.289961);
17:15:43.449, 	1, 	2, 	25.4968, 	25.7337, 	1, 	-1.249e-14, 	3.04, 	(0.446999,0.267601);
17:15:43.469, 	1, 	2, 	20.0583, 	23.139, 	1, 	-1.249e-14, 	3.04, 	(0.50617,0.574531);
17:15:43.490, 	1, 	2, 	22.2951, 	25.1913, 	1, 	-1.249e-14, 	3.04, 	(-0.774507,0.249685);
17:15:43.510, 	1, 	2, 	25.7063, 	26.1285, 	1, 	-1.249e-14, 	3.04, 	(-0.85177,-0.0974691);
17:15:43.530, 	1, 	2, 	19.7112, 	23.6489, 	1, 	-1.249e-14, 	3.04, 	(-0.772109,0.186289);
17:15:43.550, 	1, 	2, 	26.744, 	25.5587, 	1, 	-1.249e-14, 	3.04, 	(0.310617,0.608762);
17:15:43.570, 	1, 	2, 	26.3956, 	24.8651, 	1, 	-1.249e-14, 	3.04, 	(-0.436926,0.408393);
17:15:43.590, 	1, 	2, 	27.3925, 	25.4363, 	1, 	-1.249e-14, 	3.04, 	(-0.414878,0.685956);
17:15:43.610, 	1, 	2, 	22.4399, 	24.7386, 	1, 	-1.249e-14, 	3.04, 	(0.694306,0.42316);
17:15:43.630, 	1, 	2, 	24.5603, 	25.8575, 	1, 	-1.249e-14, 	3.04, 	(0.727238,0.41849);
17:15:43.651, 	1, 	2, 	26.0078, 	26.3568, 	1, 	-1.249e-14, 	3.04, 	(0.801885,0.137087);
17:15:43.671, 	1, 	2, 	25.2545, 	25.3679, 	1, 	-1.249e-14, 	3.04, 	(-0.743298,0.0407026);
17:15:43.691, 	1, 	2, 	23.4157, 	25.9239, 	1, 	-1.249e-14, 	3.04, 	(0.739957,-0.403667);
17:15:43.711, 	1, 	2, 	26.1714, 	24.7991, 	1, 	-1.249e-14, 	3.04, 	(-0.292651,-0.401265);
17:15:43.732, 	1, 	2, 	19.7216, 	24.14, 	1, 	-1.249e-14, 	3.04, 	(-0.0879794,0.742566);
17:15:43.751, 	1, 	2, 	22.7354, 	24.8205, 	1, 	-1.249e-14, 	3.04, 	(-0.74009,-0.180312);
17:15:43.771, 	1, 	2, 	25.8468, 	25.7034, 	1, 	-1.249e-14, 	3.04, 	(0.812271,-0.265206);
17:15:43.792, 	1, 	2, 	19.6419, 	23.4224, 	1, 	-1.249e-14, 	3.04, 	(0.735961,0.331927);
17:15:43.812, 	1, 	2, 	22.246, 	25.7192, 	1, 	-1.249e-14, 	3.04, 	(-0.826738,0.177467);
17:15:43.832, 	1, 	2, 	27.0169, 	25.287, 	1, 	-1.249e-14, 	3.04, 	(-0.280952,-0.457217);
17:15:43.852, 	1, 	2, 	18.7731, 	22.8317, 	1, 	-1.249e-14, 	3.04, 	(0.553652,0.455048);
17:15:43.872, 	1, 	2, 	27.5788, 	25.1643, 	1, 	-1.249e-14, 	3.04, 	(0.0316404,-0.644753);
17:15:43.892, 	1, 	2, 	24.4348, 	25.2916, 	1, 	-1.249e-14, 	3.04, 	(-0.351287,-0.647752);
17:15:43.913, 	1, 	2, 	25.9532, 	26.0433, 	1, 	-1.249e-14, 	3.04, 	(-0.42648,0.0404224);
17:15:43.933, 	1, 	2, 	27.9392, 	25.1308, 	1, 	-1.249e-14, 	3.04, 	(0.61933,-0.132226);
17:15:43.953, 	1, 	2, 	24.8405, 	25.3061, 	1, 	-1.249e-14, 	3.04, 	(-0.180741,-0.715932);
17:15:43.973, 	1, 	2, 	27.1408, 	25.9034, 	1, 	-1.249e-14, 	3.04, 	(0.11092,0.513721);
17:15:43.993, 	1, 	2, 	20.1699, 	24.4638, 	1, 	-1.249e-14, 	3.04, 	(-0.49554,0.65767);
17:15:44.013, 	1, 	2, 	27.1288, 	26.0502, 	1, 	-1.249e-14, 	3.04, 	(-0.651494,0.200485);
17:15:44.034, 	1, 	2, 	26.4224, 	26.1407, 	1, 	-1.249e-14, 	3.04, 	(-0.133451,0.763683);
17:15:44.054, 	1, 	2, 	19.9497, 	24.3306, 	1, 	-1.249e-14, 	3.04, 	(0.412934,-0.632048);
17:15:44.074, 	1, 	2, 	23.279, 	25.4661, 	1, 	-1.249e-14, 	3.04, 	(0.04204,-0.875548);
17:15:44.094, 	1, 	2, 	25.1677, 	23.6658, 	1, 	-1.249e-14, 	3.04, 	(0.0986629,-0.518134);
17:15:44.114, 	1, 	2, 	26.9734, 	24.0497, 	1, 	-1.249e-14, 	3.04, 	(0.48615,0.0412385);
17:15:44.134, 	1, 	2, 	22.921, 	25.3089, 	1, 	-1.249e-14, 	3.04, 	(-0.808301,0.290281);
17:15:44.154, 	1, 	2, 	24.2706, 	25.4537, 	1, 	-1.249e-14, 	3.04, 	(-0.754037,0.0201678);
17:15:44.175, 	1, 	2, 	27.6311, 	25.9364, 	1, 	-1.249e-14, 	3.04, 	(-0.0313552,-0.718303);
17:15:44.195, 	1, 	2, 	28.0687, 	25.9973, 	1, 	-1.249e-14, 	3.04, 	(-0.194842,0.619229);
17:15:44.215, 	1, 	2, 	24.5081, 	25.1145, 	1, 	-1.249e-14, 	3.04, 	(-0.535313,-0.527203);
17:15:44.235, 	1, 	2, 	26.5634, 	27.0593, 	1, 	-1.249e-14, 	3.04, 	(0.266861,-0.856891);
17:15:44.255, 	1, 	2, 	20.4685, 	23.0279, 	1, 	-1.249e-14, 	3.04, 	(-0.613766,0.632401);
17:15:44.275, 	1, 	2, 	23.5826, 	24.7925, 	1, 	-1.249e-14, 	3.04, 	(0.706276,0.56611);
17:15:44.295, 	1, 	2, 	25.8033, 	26.2029, 	1, 	-1.249e-14, 	3.04, 	(-0.107855,-0.579459);
17:15:44.316, 	1, 	2, 	27.5889, 	26.2192, 	1, 	-1.249e-14, 	3.04, 	(-0.170826,-0.840967);
