 NEW RECORD - 08-21-2023 18:30:49, 	peak_power,	 snr_est,	 range,	 angle
18:31:03.892, 	111.32, 	24.4644, 	3.60704, 	-46.599
18:31:03.892, 	111.32, 	24.4644, 	3.60704, 	-46.599
18:31:03.892, 	111.32, 	24.4644, 	3.60704, 	-46.599
18:31:03.993, 	2699.31, 	33.5872, 	0, 	-36.9819
18:31:03.993, 	2699.31, 	33.5872, 	0.0, 	-36.9819
18:31:03.993, 	2699.31, 	33.5872, 	0.0, 	-36.9819
18:31:04.093, 	2540.12, 	35.2643, 	0, 	-34.772
18:31:04.093, 	2540.12, 	35.2643, 	0.0, 	-34.772
18:31:04.093, 	2540.12, 	35.2643, 	0.0, 	-34.772
18:31:04.192, 	1805.88, 	33.0051, 	0, 	-33.6892
18:31:04.192, 	1805.88, 	33.0051, 	0.0, 	-33.6892
18:31:04.192, 	1805.88, 	33.0051, 	0.0, 	-33.6892
18:31:04.293, 	1286.93, 	30.0208, 	0, 	-33.6892
18:31:04.293, 	1286.93, 	30.0208, 	0.0, 	-33.6892
18:31:04.293, 	1286.93, 	30.0208, 	0.0, 	-33.6892
18:31:04.392, 	863.658, 	27.6371, 	0.150294, 	-33.6892
18:31:04.392, 	863.658, 	27.6371, 	0.150294, 	-33.6892
18:31:04.392, 	863.658, 	27.6371, 	0.150294, 	-33.6892
18:31:04.492, 	498.166, 	27.7928, 	0.150294, 	-33.6892
18:31:04.492, 	498.166, 	27.7928, 	0.150294, 	-33.6892
18:31:04.492, 	498.166, 	27.7928, 	0.150294, 	-33.6892
18:31:04.592, 	272.199, 	23.58, 	0.150294, 	-33.6892
18:31:04.592, 	272.199, 	23.58, 	0.150294, 	-33.6892
18:31:04.592, 	272.199, 	23.58, 	0.150294, 	-33.6892
18:31:04.693, 	361.039, 	28.505, 	3.45675, 	60.1334
18:31:04.693, 	361.039, 	28.505, 	3.45675, 	60.1334
18:31:04.693, 	361.039, 	28.505, 	3.45675, 	60.1334
18:31:04.793, 	2426.03, 	35.833, 	0, 	-33.6892
18:31:04.793, 	2426.03, 	35.833, 	0.0, 	-33.6892
18:31:04.793, 	2426.03, 	35.833, 	0.0, 	-33.6892
18:31:04.893, 	1478.54, 	34.7546, 	3.45675, 	60.1334
18:31:04.893, 	1478.54, 	34.7546, 	3.45675, 	60.1334
18:31:04.893, 	1478.54, 	34.7546, 	3.45675, 	60.1334
18:31:04.993, 	3712.73, 	36.7778, 	3.45675, 	-39.2579
18:31:04.993, 	3712.73, 	36.7778, 	3.45675, 	-39.2579
18:31:04.993, 	3712.73, 	36.7778, 	3.45675, 	-39.2579
18:31:05.093, 	2006.24, 	33.987, 	3.45675, 	66.0729
18:31:05.093, 	2006.24, 	33.987, 	3.45675, 	66.0729
18:31:05.093, 	2006.24, 	33.987, 	3.45675, 	66.0729
18:31:05.193, 	4210.54, 	37.395, 	3.45675, 	-36.9819
18:31:05.193, 	4210.54, 	37.395, 	3.45675, 	-36.9819
18:31:05.193, 	4210.54, 	37.395, 	3.45675, 	-36.9819
18:31:05.293, 	1372.4, 	31.8184, 	3.60704, 	77.5707
18:31:05.293, 	1372.4, 	31.8184, 	3.60704, 	77.5707
18:31:05.293, 	1372.4, 	31.8184, 	3.60704, 	77.5707
18:31:05.293, 	1372.4, 	31.8184, 	3.60704, 	77.5707
18:31:05.450, 	1137.2, 	30.5798, 	3.00587, 	-30.5182
18:31:05.450, 	1137.2, 	30.5798, 	3.00587, 	-30.5182
18:31:05.493, 	836.465, 	33.8521, 	3.45675, 	-34.772
18:31:05.493, 	836.465, 	33.8521, 	3.45675, 	-34.772
18:31:05.550, 	1194.25, 	32.4499, 	3.30646, 	-32.6198
18:31:05.550, 	1194.25, 	32.4499, 	3.30646, 	-32.6198
18:31:05.593, 	4385.29, 	40.3434, 	3.15616, 	-31.5631
18:31:05.593, 	4385.29, 	40.3434, 	3.15616, 	-31.5631
18:31:05.650, 	2204.27, 	32.7329, 	3.00587, 	-29.4845
18:31:05.650, 	2204.27, 	32.7329, 	3.00587, 	-29.4845
18:31:05.694, 	6115.34, 	41.7966, 	3.15616, 	-31.5631
18:31:05.694, 	6115.34, 	41.7966, 	3.15616, 	-31.5631
18:31:05.750, 	4043.27, 	36.1334, 	3.15616, 	-28.4611
18:31:05.793, 	4980.26, 	39.6385, 	3.15616, 	-28.4611
18:31:05.793, 	4980.26, 	39.6385, 	3.15616, 	-28.4611
18:31:05.793, 	4980.26, 	39.6385, 	3.15616, 	-28.4611
18:31:05.850, 	6091.46, 	38.0613, 	3.15616, 	-28.4611
18:31:05.894, 	3978.37, 	38.6865, 	3.00587, 	-26.4433
18:31:05.894, 	3978.37, 	38.6865, 	3.00587, 	-26.4433
18:31:05.894, 	3978.37, 	38.6865, 	3.00587, 	-26.4433
18:31:05.950, 	9299.94, 	39.7707, 	3.15616, 	-26.4433
18:31:05.994, 	14291.5, 	42.5242, 	3.00587, 	-26.4433
18:31:05.994, 	14291.5, 	42.5242, 	3.00587, 	-26.4433
18:31:05.994, 	14291.5, 	42.5242, 	3.00587, 	-26.4433
18:31:06.051, 	7129.53, 	39.8998, 	3.00587, 	-25.4477
18:31:06.094, 	3949.55, 	38.8235, 	3.00587, 	-23.4805
18:31:06.094, 	3949.55, 	38.8235, 	3.00587, 	-23.4805
18:31:06.151, 	13709.1, 	43.1774, 	3.00587, 	-24.4603
18:31:06.151, 	13709.1, 	43.1774, 	3.00587, 	-24.4603
18:31:06.194, 	7807.9, 	39.4123, 	3.00587, 	-24.4603
18:31:06.194, 	7807.9, 	39.4123, 	3.00587, 	-24.4603
18:31:06.255, 	7505.74, 	39.2194, 	3.00587, 	-23.4805
18:31:06.255, 	7505.74, 	39.2194, 	3.00587, 	-23.4805
18:31:06.294, 	12594.3, 	41.4848, 	3.00587, 	-23.4805
18:31:06.294, 	12594.3, 	41.4848, 	3.00587, 	-23.4805
18:31:06.351, 	10206.5, 	42.9196, 	3.00587, 	-22.508
18:31:06.351, 	10206.5, 	42.9196, 	3.00587, 	-22.508
18:31:06.394, 	9190.68, 	42.141, 	2.85558, 	-21.5423
18:31:06.394, 	9190.68, 	42.141, 	2.85558, 	-21.5423
18:31:06.452, 	6947.45, 	37.5676, 	2.85558, 	-21.5423
18:31:06.452, 	6947.45, 	37.5676, 	2.85558, 	-21.5423
18:31:06.494, 	12083.7, 	44.1151, 	2.85558, 	-20.5829
18:31:06.494, 	12083.7, 	44.1151, 	2.85558, 	-20.5829
18:31:06.552, 	7962.93, 	41.2582, 	2.85558, 	-19.6296
18:31:06.552, 	7962.93, 	41.2582, 	2.85558, 	-19.6296
18:31:06.594, 	11459.5, 	43.447, 	2.85558, 	-18.6818
18:31:06.594, 	11459.5, 	43.447, 	2.85558, 	-18.6818
18:31:06.652, 	8626.38, 	43.0164, 	2.85558, 	-17.7394
18:31:06.652, 	8626.38, 	43.0164, 	2.85558, 	-17.7394
18:31:06.695, 	8229.21, 	43.579, 	2.85558, 	-16.8018
18:31:06.695, 	8229.21, 	43.579, 	2.85558, 	-16.8018
18:31:06.752, 	5389.21, 	38.8319, 	2.70528, 	-16.8018
18:31:06.752, 	5389.21, 	38.8319, 	2.70528, 	-16.8018
18:31:06.794, 	5631.12, 	39.693, 	2.70528, 	-14.0157
18:31:06.794, 	5631.12, 	39.693, 	2.70528, 	-14.0157
18:31:06.853, 	2785.85, 	38.0103, 	2.70528, 	-14.9403
18:31:06.853, 	2785.85, 	38.0103, 	2.70528, 	-14.9403
18:31:06.894, 	1798.7, 	33.0776, 	2.70528, 	-15.8689
18:31:06.894, 	1798.7, 	33.0776, 	2.70528, 	-15.8689
18:31:06.953, 	1667.12, 	38.9168, 	2.70528, 	-11.263
18:31:06.953, 	1667.12, 	38.9168, 	2.70528, 	-11.263
18:31:06.994, 	4236.41, 	38.3661, 	2.70528, 	-13.0948
18:31:06.994, 	4236.41, 	38.3661, 	2.70528, 	-13.0948
18:31:07.053, 	2682.52, 	37.3313, 	2.55499, 	-10.3516
18:31:07.053, 	2682.52, 	37.3313, 	2.55499, 	-10.3516
18:31:07.095, 	4055, 	40.1562, 	2.55499, 	-10.3516
18:31:07.095, 	4055.0, 	40.1562, 	2.55499, 	-10.3516
18:31:07.153, 	4091.55, 	39.4445, 	2.55499, 	-9.44278
18:31:07.153, 	4091.55, 	39.4445, 	2.55499, 	-9.44278
18:31:07.195, 	5196.63, 	38.1523, 	2.55499, 	-9.44278
18:31:07.195, 	5196.63, 	38.1523, 	2.55499, 	-9.44278
18:31:07.253, 	6464.44, 	39.5371, 	2.55499, 	-9.44278
18:31:07.253, 	6464.44, 	39.5371, 	2.55499, 	-9.44278
18:31:07.295, 	7801.02, 	39.3413, 	2.55499, 	-8.53639
18:31:07.295, 	7801.02, 	39.3413, 	2.55499, 	-8.53639
18:31:07.354, 	18534.3, 	41.4897, 	2.55499, 	-9.44278
18:31:07.354, 	18534.3, 	41.4897, 	2.55499, 	-9.44278
18:31:07.395, 	10585, 	44.3712, 	2.55499, 	-8.53639
18:31:07.395, 	10585.0, 	44.3712, 	2.55499, 	-8.53639
18:31:07.454, 	9003.63, 	41.0605, 	2.55499, 	-7.63215
18:31:07.454, 	9003.63, 	41.0605, 	2.55499, 	-7.63215
18:31:07.495, 	13398.4, 	43.6179, 	2.55499, 	-7.63215
18:31:07.495, 	13398.4, 	43.6179, 	2.55499, 	-7.63215
18:31:07.554, 	12380.8, 	42.3736, 	2.55499, 	-6.72981
18:31:07.554, 	12380.8, 	42.3736, 	2.55499, 	-6.72981
18:31:07.595, 	27317.1, 	48.954, 	2.55499, 	-6.72981
18:31:07.595, 	27317.1, 	48.954, 	2.55499, 	-6.72981
18:31:07.654, 	12267.8, 	42.7061, 	2.55499, 	-6.72981
18:31:07.654, 	12267.8, 	42.7061, 	2.55499, 	-6.72981
18:31:07.695, 	15997.8, 	41.9892, 	2.55499, 	-5.82915
18:31:07.695, 	15997.8, 	41.9892, 	2.55499, 	-5.82915
18:31:07.755, 	7480, 	42.8897, 	2.55499, 	-5.82915
18:31:07.755, 	7480.0, 	42.8897, 	2.55499, 	-5.82915
18:31:07.795, 	6036.69, 	37.9904, 	2.55499, 	-4.92994
18:31:07.795, 	6036.69, 	37.9904, 	2.55499, 	-4.92994
18:31:07.855, 	27269.1, 	44.6507, 	2.55499, 	-5.82915
18:31:07.855, 	27269.1, 	44.6507, 	2.55499, 	-5.82915
18:31:07.895, 	21887.3, 	43.0986, 	2.55499, 	-5.82915
18:31:07.895, 	21887.3, 	43.0986, 	2.55499, 	-5.82915
18:31:07.895, 	21887.3, 	43.0986, 	2.55499, 	-5.82915
18:31:07.995, 	4531.14, 	31.8925, 	2.55499, 	-38.111
18:31:07.995, 	4531.14, 	31.8925, 	2.55499, 	-38.111
18:31:07.995, 	4531.14, 	31.8925, 	2.55499, 	-38.111
18:31:08.095, 	9262.84, 	42.2009, 	2.70528, 	-7.63215
18:31:08.095, 	9262.84, 	42.2009, 	2.70528, 	-7.63215
18:31:08.195, 	4948.57, 	31.8549, 	2.70528, 	-39.2579
18:31:08.195, 	4948.57, 	31.8549, 	2.70528, 	-39.2579
18:31:08.195, 	4948.57, 	31.8549, 	2.70528, 	-39.2579
18:31:08.296, 	12218, 	40.0286, 	2.70528, 	-10.3516
18:31:08.296, 	12218.0, 	40.0286, 	2.70528, 	-10.3516
18:31:08.296, 	12218.0, 	40.0286, 	2.70528, 	-10.3516
18:31:08.396, 	5660.49, 	32.9482, 	2.70528, 	-42.8192
18:31:08.396, 	5660.49, 	32.9482, 	2.70528, 	-42.8192
18:31:08.396, 	5660.49, 	32.9482, 	2.70528, 	-42.8192
18:31:08.496, 	22934.3, 	42.25, 	2.70528, 	-12.1773
18:31:08.496, 	22934.3, 	42.25, 	2.70528, 	-12.1773
18:31:08.496, 	22934.3, 	42.25, 	2.70528, 	-12.1773
18:31:08.596, 	8551.94, 	38.0297, 	2.55499, 	-46.599
18:31:08.596, 	8551.94, 	38.0297, 	2.55499, 	-46.599
18:31:08.596, 	8551.94, 	38.0297, 	2.55499, 	-46.599
18:31:08.696, 	11327.2, 	41.9044, 	2.70528, 	-17.7394
18:31:08.696, 	11327.2, 	41.9044, 	2.70528, 	-17.7394
18:31:08.696, 	11327.2, 	41.9044, 	2.70528, 	-17.7394
18:31:08.796, 	3855.27, 	33.3605, 	2.85558, 	11.263
18:31:08.796, 	3855.27, 	33.3605, 	2.85558, 	11.263
18:31:08.796, 	3855.27, 	33.3605, 	2.85558, 	11.263
18:31:08.896, 	15107, 	41.8889, 	2.70528, 	-16.8018
18:31:08.896, 	15107.0, 	41.8889, 	2.70528, 	-16.8018
18:31:08.896, 	15107.0, 	41.8889, 	2.70528, 	-16.8018
18:31:08.996, 	8782.71, 	34.8859, 	2.70528, 	-55.1161
18:31:08.996, 	8782.71, 	34.8859, 	2.70528, 	-55.1161
18:31:08.996, 	8782.71, 	34.8859, 	2.70528, 	-55.1161
18:31:09.097, 	8243.89, 	38.792, 	2.85558, 	-21.5423
18:31:09.097, 	8243.89, 	38.792, 	2.85558, 	-21.5423
18:31:09.097, 	8243.89, 	38.792, 	2.85558, 	-21.5423
18:31:09.196, 	6510.39, 	34.9027, 	3.00587, 	-52.098
18:31:09.196, 	6510.39, 	34.9027, 	3.00587, 	-52.098
18:31:09.196, 	6510.39, 	34.9027, 	3.00587, 	-52.098
18:31:09.296, 	15027.4, 	41.2178, 	2.85558, 	-20.5829
18:31:09.296, 	15027.4, 	41.2178, 	2.85558, 	-20.5829
18:31:09.296, 	15027.4, 	41.2178, 	2.85558, 	-20.5829
18:31:09.396, 	5024.82, 	36.0497, 	3.00587, 	-56.7136
18:31:09.396, 	5024.82, 	36.0497, 	3.00587, 	-56.7136
18:31:09.396, 	5024.82, 	36.0497, 	3.00587, 	-56.7136
18:31:09.496, 	6004.14, 	36.5006, 	3.00587, 	-23.4805
18:31:09.496, 	6004.14, 	36.5006, 	3.00587, 	-23.4805
18:31:09.496, 	6004.14, 	36.5006, 	3.00587, 	-23.4805
18:31:09.597, 	5835.53, 	32.4105, 	3.00587, 	-63.9534
18:31:09.597, 	5835.53, 	32.4105, 	3.00587, 	-63.9534
18:31:09.597, 	5835.53, 	32.4105, 	3.00587, 	-63.9534
18:31:09.697, 	4069.09, 	34.7205, 	3.00587, 	-24.4603
18:31:09.697, 	4069.09, 	34.7205, 	3.00587, 	-24.4603
18:31:09.697, 	4069.09, 	34.7205, 	3.00587, 	-24.4603
18:31:09.797, 	4800.19, 	34.1181, 	3.00587, 	-61.9835
18:31:09.797, 	4800.19, 	34.1181, 	3.00587, 	-61.9835
18:31:09.797, 	4800.19, 	34.1181, 	3.00587, 	-61.9835
18:31:09.897, 	2424.2, 	34.1841, 	3.15616, 	-26.4433
18:31:09.897, 	2424.2, 	34.1841, 	3.15616, 	-26.4433
18:31:09.897, 	2424.2, 	34.1841, 	3.15616, 	-26.4433
18:31:09.997, 	1769.94, 	33.0863, 	3.15616, 	-63.9534
18:31:09.997, 	1769.94, 	33.0863, 	3.15616, 	-63.9534
18:31:09.997, 	1769.94, 	33.0863, 	3.15616, 	-63.9534
18:31:10.098, 	6125.78, 	36.3529, 	3.00587, 	-25.4477
18:31:10.098, 	6125.78, 	36.3529, 	3.00587, 	-25.4477
18:31:10.098, 	6125.78, 	36.3529, 	3.00587, 	-25.4477
18:31:10.197, 	1853.9, 	33.2861, 	3.00587, 	-77.5707
18:31:10.197, 	1853.9, 	33.2861, 	3.00587, 	-77.5707
18:31:10.197, 	1853.9, 	33.2861, 	3.00587, 	-77.5707
18:31:10.299, 	8289.02, 	38.4919, 	3.00587, 	-30.5182
18:31:10.299, 	8289.02, 	38.4919, 	3.00587, 	-30.5182
18:31:10.299, 	8289.02, 	38.4919, 	3.00587, 	-30.5182
18:31:10.398, 	7345.88, 	39.6677, 	3.00587, 	-34.772
18:31:10.398, 	7345.88, 	39.6677, 	3.00587, 	-34.772
18:31:10.461, 	7816.09, 	39.641, 	3.00587, 	-34.772
18:31:10.461, 	7816.09, 	39.641, 	3.00587, 	-34.772
18:31:10.461, 	7816.09, 	39.641, 	3.00587, 	-34.772
18:31:10.561, 	5812.5, 	37.724, 	3.15616, 	-38.111
18:31:10.561, 	5812.5, 	37.724, 	3.15616, 	-38.111
18:31:10.561, 	5812.5, 	37.724, 	3.15616, 	-38.111
18:31:10.661, 	2554.14, 	32.6976, 	3.15616, 	-39.2579
18:31:10.661, 	2554.14, 	32.6976, 	3.15616, 	-39.2579
18:31:10.661, 	2554.14, 	32.6976, 	3.15616, 	-39.2579
18:31:10.761, 	1158.72, 	32.0539, 	3.00587, 	-35.8692
18:31:10.761, 	1158.72, 	32.0539, 	3.00587, 	-35.8692
18:31:10.761, 	1158.72, 	32.0539, 	3.00587, 	-35.8692
18:31:10.861, 	1616.8, 	32.2462, 	3.15616, 	-35.8692
18:31:10.861, 	1616.8, 	32.2462, 	3.15616, 	-35.8692
18:31:10.861, 	1616.8, 	32.2462, 	3.15616, 	-35.8692
18:31:10.962, 	1246.18, 	31.6921, 	3.15616, 	-38.111
18:31:10.962, 	1246.18, 	31.6921, 	3.15616, 	-38.111
18:31:10.962, 	1246.18, 	31.6921, 	3.15616, 	-38.111
18:31:11.062, 	1618.63, 	34.3236, 	3.15616, 	-35.8692
18:31:11.062, 	1618.63, 	34.3236, 	3.15616, 	-35.8692
18:31:11.062, 	1618.63, 	34.3236, 	3.15616, 	-35.8692
18:31:11.162, 	891.194, 	34.3786, 	3.15616, 	-38.111
18:31:11.162, 	891.194, 	34.3786, 	3.15616, 	-38.111
18:31:11.262, 	2679.72, 	33.0588, 	3.15616, 	-36.9819
18:31:11.262, 	2679.72, 	33.0588, 	3.15616, 	-36.9819
18:31:11.262, 	2679.72, 	33.0588, 	3.15616, 	-36.9819
18:31:11.363, 	476.294, 	27.892, 	3.45675, 	-38.111
18:31:11.363, 	476.294, 	27.892, 	3.45675, 	-38.111
18:31:11.363, 	476.294, 	27.892, 	3.45675, 	-38.111
18:31:11.463, 	774.268, 	31.1384, 	3.30646, 	-39.2579
18:31:11.463, 	774.268, 	31.1384, 	3.30646, 	-39.2579
18:31:11.463, 	774.268, 	31.1384, 	3.30646, 	-39.2579
18:31:11.563, 	398.372, 	26.6049, 	3.30646, 	-38.111
18:31:11.563, 	398.372, 	26.6049, 	3.30646, 	-38.111
18:31:11.563, 	398.372, 	26.6049, 	3.30646, 	-38.111
18:31:11.663, 	1010.49, 	30.9958, 	3.30646, 	-38.111
18:31:11.663, 	1010.49, 	30.9958, 	3.30646, 	-38.111
18:31:11.663, 	1010.49, 	30.9958, 	3.30646, 	-38.111
18:31:11.763, 	566.608, 	29.0637, 	3.30646, 	-41.6104
18:31:11.763, 	566.608, 	29.0637, 	3.30646, 	-41.6104
18:31:11.763, 	566.608, 	29.0637, 	3.30646, 	-41.6104
18:31:11.864, 	3878.24, 	37.8605, 	3.30646, 	-41.6104
18:31:11.864, 	3878.24, 	37.8605, 	3.30646, 	-41.6104
18:31:11.864, 	3878.24, 	37.8605, 	3.30646, 	-41.6104
18:31:11.964, 	3929, 	37.4259, 	3.30646, 	-40.4239
18:31:11.964, 	3929.0, 	37.4259, 	3.30646, 	-40.4239
18:31:11.964, 	3929.0, 	37.4259, 	3.30646, 	-40.4239
18:31:12.064, 	47.8689, 	21.2349, 	3.45675, 	-36.9819
18:31:12.064, 	47.8689, 	21.2349, 	3.45675, 	-36.9819
18:31:12.064, 	47.8689, 	21.2349, 	3.45675, 	-36.9819
18:31:12.164, 	408.525, 	27.5809, 	3.30646, 	-39.2579
18:31:12.164, 	408.525, 	27.5809, 	3.30646, 	-39.2579
18:31:12.164, 	408.525, 	27.5809, 	3.30646, 	-39.2579
18:31:12.264, 	472.826, 	31.1646, 	3.30646, 	-42.8192
18:31:12.264, 	472.826, 	31.1646, 	3.30646, 	-42.8192
18:31:12.264, 	472.826, 	31.1646, 	3.30646, 	-42.8192
18:31:12.365, 	577.197, 	29.845, 	3.45675, 	-44.0521
18:31:12.365, 	577.197, 	29.845, 	3.45675, 	-44.0521
18:31:12.365, 	577.197, 	29.845, 	3.45675, 	-44.0521
18:31:12.465, 	799.164, 	33.7544, 	3.30646, 	-44.0521
18:31:12.465, 	799.164, 	33.7544, 	3.30646, 	-44.0521
18:31:12.465, 	799.164, 	33.7544, 	3.30646, 	-44.0521
18:31:12.565, 	596.675, 	30.5698, 	3.45675, 	-44.0521
18:31:12.565, 	596.675, 	30.5698, 	3.45675, 	-44.0521
18:31:12.565, 	596.675, 	30.5698, 	3.45675, 	-44.0521
18:31:12.665, 	441.345, 	27.6556, 	3.30646, 	-46.599
18:31:12.665, 	441.345, 	27.6556, 	3.30646, 	-46.599
18:31:12.665, 	441.345, 	27.6556, 	3.30646, 	-46.599
18:31:12.766, 	552.489, 	29.4383, 	3.30646, 	-45.3112
18:31:12.766, 	552.489, 	29.4383, 	3.30646, 	-45.3112
18:31:12.766, 	552.489, 	29.4383, 	3.30646, 	-45.3112
18:31:12.866, 	314.621, 	27.8262, 	3.45675, 	-45.3112
18:31:12.866, 	314.621, 	27.8262, 	3.45675, 	-45.3112
18:31:12.866, 	314.621, 	27.8262, 	3.45675, 	-45.3112
18:31:12.966, 	373.405, 	28.1617, 	3.30646, 	-44.0521
18:31:12.966, 	373.405, 	28.1617, 	3.30646, 	-44.0521
18:31:12.966, 	373.405, 	28.1617, 	3.30646, 	-44.0521
18:31:13.101, 	400.87, 	28.5301, 	3.30646, 	-42.8192
18:31:13.101, 	400.87, 	28.5301, 	3.30646, 	-42.8192
18:31:13.101, 	400.87, 	28.5301, 	3.30646, 	-42.8192
18:31:13.199, 	65.6273, 	20.6939, 	3.30646, 	-38.111
18:31:13.199, 	65.6273, 	20.6939, 	3.30646, 	-38.111
18:31:13.199, 	65.6273, 	20.6939, 	3.30646, 	-38.111
18:31:13.299, 	4017.32, 	37.7743, 	3.30646, 	-41.6104
18:31:13.299, 	4017.32, 	37.7743, 	3.30646, 	-41.6104
18:31:13.299, 	4017.32, 	37.7743, 	3.30646, 	-41.6104
18:31:13.400, 	2994.21, 	37.5332, 	3.30646, 	-42.8192
18:31:13.400, 	2994.21, 	37.5332, 	3.30646, 	-42.8192
18:31:13.400, 	2994.21, 	37.5332, 	3.30646, 	-42.8192
18:31:13.500, 	434.014, 	26.8858, 	3.30646, 	-38.111
18:31:13.500, 	434.014, 	26.8858, 	3.30646, 	-38.111
18:31:13.500, 	434.014, 	26.8858, 	3.30646, 	-38.111
18:31:13.600, 	1270.53, 	32.0882, 	3.30646, 	-38.111
18:31:13.600, 	1270.53, 	32.0882, 	3.30646, 	-38.111
18:31:13.600, 	1270.53, 	32.0882, 	3.30646, 	-38.111
18:31:13.700, 	1201.07, 	30.3776, 	3.15616, 	-36.9819
18:31:13.700, 	1201.07, 	30.3776, 	3.15616, 	-36.9819
18:31:13.700, 	1201.07, 	30.3776, 	3.15616, 	-36.9819
18:31:13.800, 	2036.06, 	35.1981, 	3.15616, 	-36.9819
18:31:13.800, 	2036.06, 	35.1981, 	3.15616, 	-36.9819
18:31:13.800, 	2036.06, 	35.1981, 	3.15616, 	-36.9819
18:31:13.900, 	1214.15, 	32.7367, 	3.15616, 	-35.8692
18:31:13.900, 	1214.15, 	32.7367, 	3.15616, 	-35.8692
18:31:13.900, 	1214.15, 	32.7367, 	3.15616, 	-35.8692
18:31:14.000, 	1221.23, 	33.3482, 	3.15616, 	-33.6892
18:31:14.000, 	1221.23, 	33.3482, 	3.15616, 	-33.6892
18:31:14.000, 	1221.23, 	33.3482, 	3.15616, 	-33.6892
18:31:14.101, 	8072.85, 	38.7397, 	3.15616, 	-35.8692
18:31:14.101, 	8072.85, 	38.7397, 	3.15616, 	-35.8692
18:31:14.101, 	8072.85, 	38.7397, 	3.15616, 	-35.8692
18:31:14.200, 	3532.53, 	35.2361, 	3.15616, 	-33.6892
18:31:14.200, 	3532.53, 	35.2361, 	3.15616, 	-33.6892
18:31:14.200, 	3532.53, 	35.2361, 	3.15616, 	-33.6892
18:31:14.301, 	6883.09, 	41.5852, 	3.15616, 	-33.6892
18:31:14.301, 	6883.09, 	41.5852, 	3.15616, 	-33.6892
18:31:14.301, 	6883.09, 	41.5852, 	3.15616, 	-33.6892
18:31:14.400, 	2320.44, 	36.1272, 	3.00587, 	-32.6198
18:31:14.400, 	2320.44, 	36.1272, 	3.00587, 	-32.6198
18:31:14.400, 	2320.44, 	36.1272, 	3.00587, 	-32.6198
18:31:14.500, 	4212.61, 	35.9656, 	3.00587, 	-31.5631
18:31:14.500, 	4212.61, 	35.9656, 	3.00587, 	-31.5631
18:31:14.500, 	4212.61, 	35.9656, 	3.00587, 	-31.5631
18:31:14.600, 	7240, 	39.2401, 	3.00587, 	-31.5631
18:31:14.600, 	7240.0, 	39.2401, 	3.00587, 	-31.5631
18:31:14.600, 	7240.0, 	39.2401, 	3.00587, 	-31.5631
18:31:14.701, 	5648.31, 	39.0153, 	3.00587, 	-30.5182
18:31:14.701, 	5648.31, 	39.0153, 	3.00587, 	-30.5182
18:31:14.701, 	5648.31, 	39.0153, 	3.00587, 	-30.5182
18:31:14.800, 	6577.5, 	39.0756, 	3.00587, 	-29.4845
18:31:14.800, 	6577.5, 	39.0756, 	3.00587, 	-29.4845
18:31:14.800, 	6577.5, 	39.0756, 	3.00587, 	-29.4845
18:31:14.901, 	4725.91, 	37.6557, 	3.00587, 	-28.4611
18:31:14.901, 	4725.91, 	37.6557, 	3.00587, 	-28.4611
18:31:14.901, 	4725.91, 	37.6557, 	3.00587, 	-28.4611
18:31:15.001, 	7345.37, 	38.0243, 	3.00587, 	-28.4611
18:31:15.001, 	7345.37, 	38.0243, 	3.00587, 	-28.4611
18:31:15.001, 	7345.37, 	38.0243, 	3.00587, 	-28.4611
18:31:15.102, 	8304.46, 	38.4573, 	3.00587, 	-27.4476
18:31:15.102, 	8304.46, 	38.4573, 	3.00587, 	-27.4476
18:31:15.102, 	8304.46, 	38.4573, 	3.00587, 	-27.4476
18:31:15.201, 	9943.42, 	41.0334, 	3.00587, 	-27.4476
18:31:15.201, 	9943.42, 	41.0334, 	3.00587, 	-27.4476
18:31:15.201, 	9943.42, 	41.0334, 	3.00587, 	-27.4476
18:31:15.301, 	10629.3, 	43.4405, 	3.00587, 	-27.4476
18:31:15.301, 	10629.3, 	43.4405, 	3.00587, 	-27.4476
18:31:15.401, 	8434.71, 	41.7928, 	3.00587, 	-27.4476
18:31:15.401, 	8434.71, 	41.7928, 	3.00587, 	-27.4476
18:31:15.401, 	8434.71, 	41.7928, 	3.00587, 	-27.4476
18:31:15.501, 	7992.47, 	41.707, 	3.15616, 	-27.4476
18:31:15.501, 	7992.47, 	41.707, 	3.15616, 	-27.4476
18:31:15.501, 	7992.47, 	41.707, 	3.15616, 	-27.4476
18:31:15.601, 	3846.79, 	40.1347, 	3.15616, 	-27.4476
18:31:15.601, 	3846.79, 	40.1347, 	3.15616, 	-27.4476
18:31:15.601, 	3846.79, 	40.1347, 	3.15616, 	-27.4476
18:31:15.601, 	3846.79, 	40.1347, 	3.15616, 	-27.4476
18:31:15.601, 	3846.79, 	40.1347, 	3.15616, 	-27.4476
18:31:15.772, 	1527.19, 	31.9463, 	3.00587, 	-30.5182
18:31:15.772, 	1527.19, 	31.9463, 	3.00587, 	-30.5182
18:31:15.772, 	1527.19, 	31.9463, 	3.00587, 	-30.5182
18:31:15.872, 	1333.81, 	36.4259, 	3.30646, 	-30.5182
18:31:15.872, 	1333.81, 	36.4259, 	3.30646, 	-30.5182
18:31:15.872, 	1333.81, 	36.4259, 	3.30646, 	-30.5182
18:31:15.973, 	1292.99, 	32.4438, 	3.15616, 	-32.6198
18:31:15.973, 	1292.99, 	32.4438, 	3.15616, 	-32.6198
