 NEW RECORD - 08-21-2023 18:30:49, 	peak_power,	 snr_est,	 range,	 angle
18:49:51.401, 	1743.62, 	29.827, 	76.4994, 	70.9638
18:49:51.552, 	77.8651, 	20.3527, 	3.45675, 	60.1334
18:49:51.552, 	77.8651, 	20.3527, 	3.45675, 	60.1334
18:49:51.602, 	69.761, 	18.4437, 	3.30646, 	60.1334
18:49:51.602, 	69.761, 	18.4437, 	3.30646, 	60.1334
18:49:51.653, 	63.0958, 	17.7275, 	3.45675, 	58.382
18:49:51.653, 	63.0958, 	17.7275, 	3.45675, 	58.382
18:49:51.702, 	53.2125, 	16.7237, 	3.30646, 	60.1334
18:49:51.702, 	53.2125, 	16.7237, 	3.30646, 	60.1334
18:49:51.753, 	85.4238, 	18.6397, 	3.30646, 	58.382
18:49:51.802, 	77.5333, 	19.9194, 	3.15616, 	58.382
18:49:51.802, 	77.5333, 	19.9194, 	3.15616, 	58.382
18:49:51.853, 	70.91, 	20.3321, 	3.30646, 	58.382
18:49:51.853, 	70.91, 	20.3321, 	3.30646, 	58.382
18:49:51.902, 	65.5353, 	16.5839, 	3.30646, 	60.1334
18:49:51.902, 	65.5353, 	16.5839, 	3.30646, 	60.1334
18:49:51.953, 	87.3295, 	19.3699, 	3.30646, 	58.382
18:49:51.953, 	87.3295, 	19.3699, 	3.30646, 	58.382
18:49:52.002, 	63.5286, 	16.8513, 	3.30646, 	60.1334
18:49:52.002, 	63.5286, 	16.8513, 	3.30646, 	60.1334
18:49:52.053, 	85.4916, 	19.6378, 	3.30646, 	58.382
18:49:52.053, 	85.4916, 	19.6378, 	3.30646, 	58.382
18:49:52.102, 	72.0126, 	19.5678, 	3.30646, 	58.382
18:49:52.102, 	72.0126, 	19.5678, 	3.30646, 	58.382
18:49:52.153, 	64.3774, 	19.0878, 	3.30646, 	60.1334
18:49:52.153, 	64.3774, 	19.0878, 	3.30646, 	60.1334
18:49:52.202, 	75.1008, 	18.4787, 	3.30646, 	60.1334
18:49:52.202, 	75.1008, 	18.4787, 	3.30646, 	60.1334
18:49:52.254, 	76.0561, 	17.7034, 	3.30646, 	60.1334
18:49:52.254, 	76.0561, 	17.7034, 	3.30646, 	60.1334
18:49:52.302, 	70.2993, 	17.425, 	3.30646, 	60.1334
18:49:52.302, 	70.2993, 	17.425, 	3.30646, 	60.1334
18:49:52.354, 	51.1849, 	15.5209, 	3.30646, 	56.7136
18:49:52.354, 	51.1849, 	15.5209, 	3.30646, 	56.7136
18:49:52.402, 	83.5805, 	18.7341, 	3.30646, 	58.382
18:49:52.402, 	83.5805, 	18.7341, 	3.30646, 	58.382
18:49:52.454, 	62.375, 	15.1032, 	3.30646, 	60.1334
18:49:52.454, 	62.375, 	15.1032, 	3.30646, 	60.1334
18:49:52.502, 	65.9263, 	19.1608, 	3.30646, 	58.382
18:49:52.502, 	65.9263, 	19.1608, 	3.30646, 	58.382
18:49:52.554, 	61.4013, 	18.4664, 	3.30646, 	58.382
18:49:52.554, 	61.4013, 	18.4664, 	3.30646, 	58.382
18:49:52.603, 	95.2148, 	19.0991, 	3.30646, 	60.1334
18:49:52.603, 	95.2148, 	19.0991, 	3.30646, 	60.1334
18:49:52.603, 	95.2148, 	19.0991, 	3.30646, 	60.1334
18:49:52.703, 	1489.63, 	33.4194, 	76.4994, 	66.0729
18:49:52.703, 	1489.63, 	33.4194, 	76.4994, 	66.0729
18:49:52.703, 	1489.63, 	33.4194, 	76.4994, 	66.0729
18:49:52.803, 	1705.36, 	31.5717, 	76.4994, 	68.3862
18:49:52.803, 	1705.36, 	31.5717, 	76.4994, 	68.3862
18:49:52.903, 	1720.64, 	32.9547, 	76.4994, 	70.9638
18:49:52.903, 	1720.64, 	32.9547, 	76.4994, 	70.9638
18:49:52.903, 	1720.64, 	32.9547, 	76.4994, 	70.9638
18:49:53.003, 	1759.87, 	32.1008, 	76.6497, 	70.9638
18:49:53.003, 	1759.87, 	32.1008, 	76.6497, 	70.9638
18:49:53.003, 	1759.87, 	32.1008, 	76.6497, 	70.9638
18:49:53.103, 	1734.98, 	31.1922, 	76.6497, 	73.9327
18:49:53.103, 	1734.98, 	31.1922, 	76.6497, 	73.9327
18:49:53.103, 	1734.98, 	31.1922, 	76.6497, 	73.9327
18:49:53.203, 	1904.55, 	31.7674, 	76.6497, 	73.9327
18:49:53.203, 	1904.55, 	31.7674, 	76.6497, 	73.9327
18:49:53.203, 	1904.55, 	31.7674, 	76.6497, 	73.9327
18:49:53.303, 	1851.39, 	31.7931, 	76.6497, 	70.9638
18:49:53.303, 	1851.39, 	31.7931, 	76.6497, 	70.9638
18:49:53.303, 	1851.39, 	31.7931, 	76.6497, 	70.9638
18:49:53.403, 	1704.28, 	31.2984, 	76.4994, 	70.9638
18:49:53.403, 	1704.28, 	31.2984, 	76.4994, 	70.9638
18:49:53.403, 	1704.28, 	31.2984, 	76.4994, 	70.9638
18:49:53.503, 	1775.92, 	31.6687, 	76.6497, 	70.9638
18:49:53.503, 	1775.92, 	31.6687, 	76.6497, 	70.9638
18:49:53.503, 	1775.92, 	31.6687, 	76.6497, 	70.9638
18:49:53.603, 	1811.52, 	30.84, 	76.6497, 	70.9638
18:49:53.603, 	1811.52, 	30.84, 	76.6497, 	70.9638
18:49:53.603, 	1811.52, 	30.84, 	76.6497, 	70.9638
18:49:53.703, 	1766.64, 	34.4288, 	76.6497, 	73.9327
18:49:53.703, 	1766.64, 	34.4288, 	76.6497, 	73.9327
18:49:53.703, 	1766.64, 	34.4288, 	76.6497, 	73.9327
18:49:53.803, 	88.7374, 	17.7731, 	3.30646, 	58.382
18:49:53.803, 	88.7374, 	17.7731, 	3.30646, 	58.382
18:49:53.857, 	75.4522, 	17.6118, 	3.30646, 	60.1334
18:49:53.857, 	75.4522, 	17.6118, 	3.30646, 	60.1334
18:49:53.857, 	75.4522, 	17.6118, 	3.30646, 	60.1334
18:49:53.957, 	71.7545, 	19.5711, 	3.30646, 	58.382
18:49:53.957, 	71.7545, 	19.5711, 	3.30646, 	58.382
18:49:54.003, 	62.9314, 	19.4469, 	3.30646, 	60.1334
18:49:54.003, 	62.9314, 	19.4469, 	3.30646, 	60.1334
18:49:54.057, 	56.3702, 	16.0693, 	3.30646, 	58.382
18:49:54.103, 	69.5702, 	16.6316, 	3.30646, 	60.1334
18:49:54.103, 	69.5702, 	16.6316, 	3.30646, 	60.1334
18:49:54.158, 	82.4884, 	18.613, 	3.30646, 	61.9835
18:49:54.158, 	82.4884, 	18.613, 	3.30646, 	61.9835
18:49:54.203, 	70.9353, 	18.146, 	3.30646, 	61.9835
18:49:54.203, 	70.9353, 	18.146, 	3.30646, 	61.9835
18:49:54.258, 	71.6842, 	18.002, 	3.30646, 	56.7136
18:49:54.258, 	71.6842, 	18.002, 	3.30646, 	56.7136
18:49:54.304, 	77.5352, 	18.2407, 	3.30646, 	60.1334
18:49:54.304, 	77.5352, 	18.2407, 	3.30646, 	60.1334
18:49:54.358, 	83.5228, 	17.5853, 	3.30646, 	58.382
18:49:54.358, 	83.5228, 	17.5853, 	3.30646, 	58.382
18:49:54.404, 	81.6938, 	20.2766, 	3.30646, 	61.9835
18:49:54.404, 	81.6938, 	20.2766, 	3.30646, 	61.9835
18:49:54.458, 	90.5194, 	18.7953, 	3.30646, 	58.382
18:49:54.458, 	90.5194, 	18.7953, 	3.30646, 	58.382
18:49:54.504, 	65.9013, 	18.0253, 	3.30646, 	58.382
18:49:54.504, 	65.9013, 	18.0253, 	3.30646, 	58.382
18:49:54.558, 	67.9198, 	17.3856, 	3.30646, 	58.382
18:49:54.558, 	67.9198, 	17.3856, 	3.30646, 	58.382
18:49:54.604, 	70.6372, 	19.5835, 	3.30646, 	60.1334
18:49:54.604, 	70.6372, 	19.5835, 	3.30646, 	60.1334
18:49:54.658, 	82.1159, 	19.1937, 	3.30646, 	60.1334
18:49:54.658, 	82.1159, 	19.1937, 	3.30646, 	60.1334
18:49:54.704, 	78.7566, 	20.645, 	3.30646, 	60.1334
18:49:54.704, 	78.7566, 	20.645, 	3.30646, 	60.1334
18:49:54.759, 	64.953, 	17.8629, 	3.30646, 	60.1334
18:49:54.759, 	64.953, 	17.8629, 	3.30646, 	60.1334
18:49:54.804, 	61.7636, 	17.2897, 	3.30646, 	60.1334
18:49:54.804, 	61.7636, 	17.2897, 	3.30646, 	60.1334
18:49:54.859, 	65.0622, 	18.5692, 	3.30646, 	60.1334
18:49:54.859, 	65.0622, 	18.5692, 	3.30646, 	60.1334
18:49:54.904, 	72.844, 	19.4177, 	3.30646, 	60.1334
18:49:54.904, 	72.844, 	19.4177, 	3.30646, 	60.1334
18:49:54.959, 	80.7703, 	18.5766, 	3.30646, 	58.382
18:49:54.959, 	80.7703, 	18.5766, 	3.30646, 	58.382
18:49:55.004, 	73.1225, 	18.3129, 	3.30646, 	61.9835
18:49:55.004, 	73.1225, 	18.3129, 	3.30646, 	61.9835
18:49:55.004, 	73.1225, 	18.3129, 	3.30646, 	61.9835
18:49:55.104, 	1623.49, 	31.0221, 	76.4994, 	68.3862
18:49:55.104, 	1623.49, 	31.0221, 	76.4994, 	68.3862
18:49:55.204, 	1739.28, 	35.0356, 	76.4994, 	70.9638
18:49:55.204, 	1739.28, 	35.0356, 	76.4994, 	70.9638
18:49:55.204, 	1739.28, 	35.0356, 	76.4994, 	70.9638
18:49:55.305, 	1692.2, 	31.8703, 	76.6497, 	70.9638
18:49:55.305, 	1692.2, 	31.8703, 	76.6497, 	70.9638
18:49:55.305, 	1692.2, 	31.8703, 	76.6497, 	70.9638
18:49:55.405, 	1685.48, 	32.1866, 	76.6497, 	70.9638
18:49:55.405, 	1685.48, 	32.1866, 	76.6497, 	70.9638
18:49:55.405, 	1685.48, 	32.1866, 	76.6497, 	70.9638
18:49:55.505, 	1750.46, 	31.6431, 	76.6497, 	70.9638
18:49:55.505, 	1750.46, 	31.6431, 	76.6497, 	70.9638
18:49:55.505, 	1750.46, 	31.6431, 	76.6497, 	70.9638
18:49:55.605, 	1710.02, 	31.008, 	76.6497, 	70.9638
18:49:55.605, 	1710.02, 	31.008, 	76.6497, 	70.9638
18:49:55.605, 	1710.02, 	31.008, 	76.6497, 	70.9638
18:49:55.705, 	1739.26, 	30.6907, 	76.6497, 	70.9638
18:49:55.705, 	1739.26, 	30.6907, 	76.6497, 	70.9638
18:49:55.705, 	1739.26, 	30.6907, 	76.6497, 	70.9638
18:49:55.808, 	1792.04, 	30.6394, 	76.6497, 	70.9638
18:49:55.808, 	1792.04, 	30.6394, 	76.6497, 	70.9638
18:49:55.808, 	1792.04, 	30.6394, 	76.6497, 	70.9638
18:49:55.905, 	1797.44, 	33.4311, 	76.6497, 	70.9638
18:49:55.905, 	1797.44, 	33.4311, 	76.6497, 	70.9638
18:49:55.905, 	1797.44, 	33.4311, 	76.6497, 	70.9638
18:49:56.005, 	1740.84, 	30.4189, 	76.6497, 	70.9638
18:49:56.005, 	1740.84, 	30.4189, 	76.6497, 	70.9638
18:49:56.005, 	1740.84, 	30.4189, 	76.6497, 	70.9638
18:49:56.105, 	1795.13, 	31.9967, 	76.6497, 	70.9638
18:49:56.105, 	1795.13, 	31.9967, 	76.6497, 	70.9638
18:49:56.105, 	1795.13, 	31.9967, 	76.6497, 	70.9638
18:49:56.105, 	1795.13, 	31.9967, 	76.6497, 	70.9638
18:49:56.262, 	66.1562, 	18.4394, 	3.30646, 	58.382
18:49:56.305, 	77.5476, 	18.3995, 	3.30646, 	58.382
18:49:56.305, 	77.5476, 	18.3995, 	3.30646, 	58.382
18:49:56.305, 	77.5476, 	18.3995, 	3.30646, 	58.382
18:49:56.362, 	72.2309, 	16.6025, 	3.30646, 	60.1334
18:49:56.405, 	67.5306, 	18.5635, 	3.30646, 	60.1334
18:49:56.405, 	67.5306, 	18.5635, 	3.30646, 	60.1334
18:49:56.462, 	67.3474, 	19.8461, 	3.30646, 	58.382
18:49:56.462, 	67.3474, 	19.8461, 	3.30646, 	58.382
18:49:56.506, 	79.6414, 	20.2026, 	3.30646, 	60.1334
18:49:56.506, 	79.6414, 	20.2026, 	3.30646, 	60.1334
18:49:56.563, 	83.4265, 	17.8843, 	3.30646, 	58.382
18:49:56.563, 	83.4265, 	17.8843, 	3.30646, 	58.382
18:49:56.606, 	73.006, 	18.9362, 	3.30646, 	60.1334
18:49:56.606, 	73.006, 	18.9362, 	3.30646, 	60.1334
18:49:56.664, 	77.3687, 	18.4305, 	3.30646, 	60.1334
18:49:56.664, 	77.3687, 	18.4305, 	3.30646, 	60.1334
18:49:56.706, 	87.1186, 	20.4555, 	3.30646, 	61.9835
18:49:56.706, 	87.1186, 	20.4555, 	3.30646, 	61.9835
18:49:56.763, 	74.7643, 	19.6445, 	3.30646, 	58.382
18:49:56.763, 	74.7643, 	19.6445, 	3.30646, 	58.382
18:49:56.806, 	69.9688, 	18.4851, 	3.30646, 	60.1334
18:49:56.806, 	69.9688, 	18.4851, 	3.30646, 	60.1334
18:49:56.863, 	58.7123, 	17.2102, 	3.30646, 	58.382
18:49:56.863, 	58.7123, 	17.2102, 	3.30646, 	58.382
18:49:56.906, 	64.0842, 	19.0828, 	3.30646, 	61.9835
18:49:56.906, 	64.0842, 	19.0828, 	3.30646, 	61.9835
18:49:56.963, 	67.151, 	18.5683, 	3.30646, 	56.7136
18:49:56.963, 	67.151, 	18.5683, 	3.30646, 	56.7136
18:49:57.006, 	61.2634, 	17.5992, 	3.30646, 	56.7136
18:49:57.006, 	61.2634, 	17.5992, 	3.30646, 	56.7136
18:49:57.064, 	84.3173, 	20.5659, 	3.30646, 	58.382
18:49:57.064, 	84.3173, 	20.5659, 	3.30646, 	58.382
18:49:57.106, 	70.792, 	17.0958, 	3.15616, 	58.382
18:49:57.106, 	70.792, 	17.0958, 	3.15616, 	58.382
18:49:57.164, 	64.5443, 	18.3681, 	3.30646, 	58.382
18:49:57.164, 	64.5443, 	18.3681, 	3.30646, 	58.382
18:49:57.206, 	75.2138, 	18.526, 	3.30646, 	60.1334
18:49:57.206, 	75.2138, 	18.526, 	3.30646, 	60.1334
18:49:57.264, 	50.9737, 	16.6368, 	3.30646, 	60.1334
18:49:57.264, 	50.9737, 	16.6368, 	3.30646, 	60.1334
18:49:57.306, 	71.1128, 	18.9814, 	3.30646, 	60.1334
18:49:57.306, 	71.1128, 	18.9814, 	3.30646, 	60.1334
18:49:57.306, 	71.1128, 	18.9814, 	3.30646, 	60.1334
18:49:57.406, 	1614.47, 	30.4968, 	76.4994, 	66.0729
18:49:57.406, 	1614.47, 	30.4968, 	76.4994, 	66.0729
18:49:57.506, 	1717.39, 	32.7923, 	76.4994, 	68.3862
18:49:57.506, 	1717.39, 	32.7923, 	76.4994, 	68.3862
18:49:57.506, 	1717.39, 	32.7923, 	76.4994, 	68.3862
18:49:57.606, 	1693.33, 	33.2159, 	76.4994, 	70.9638
18:49:57.606, 	1693.33, 	33.2159, 	76.4994, 	70.9638
18:49:57.606, 	1693.33, 	33.2159, 	76.4994, 	70.9638
18:49:57.707, 	1799.67, 	31.5484, 	76.6497, 	70.9638
18:49:57.707, 	1799.67, 	31.5484, 	76.6497, 	70.9638
18:49:57.707, 	1799.67, 	31.5484, 	76.6497, 	70.9638
18:49:57.807, 	1722.93, 	32.5498, 	76.6497, 	70.9638
18:49:57.807, 	1722.93, 	32.5498, 	76.6497, 	70.9638
18:49:57.807, 	1722.93, 	32.5498, 	76.6497, 	70.9638
18:49:57.907, 	1863.28, 	31.7004, 	76.6497, 	70.9638
18:49:57.907, 	1863.28, 	31.7004, 	76.6497, 	70.9638
18:49:57.907, 	1863.28, 	31.7004, 	76.6497, 	70.9638
18:49:58.007, 	1809.28, 	32.2798, 	76.4994, 	70.9638
18:49:58.007, 	1809.28, 	32.2798, 	76.4994, 	70.9638
18:49:58.007, 	1809.28, 	32.2798, 	76.4994, 	70.9638
18:49:58.107, 	1772.47, 	32.2776, 	76.6497, 	70.9638
18:49:58.107, 	1772.47, 	32.2776, 	76.6497, 	70.9638
18:49:58.107, 	1772.47, 	32.2776, 	76.6497, 	70.9638
18:49:58.207, 	1764.51, 	29.5766, 	76.6497, 	70.9638
18:49:58.207, 	1764.51, 	29.5766, 	76.6497, 	70.9638
18:49:58.207, 	1764.51, 	29.5766, 	76.6497, 	70.9638
18:49:58.307, 	1835.34, 	32.3739, 	76.6497, 	73.9327
18:49:58.307, 	1835.34, 	32.3739, 	76.6497, 	73.9327
18:49:58.307, 	1835.34, 	32.3739, 	76.6497, 	73.9327
18:49:58.407, 	1871.7, 	32.9166, 	76.6497, 	70.9638
18:49:58.407, 	1871.7, 	32.9166, 	76.6497, 	70.9638
18:49:58.407, 	1871.7, 	32.9166, 	76.6497, 	70.9638
18:49:58.507, 	69.3805, 	18.6827, 	3.30646, 	60.1334
18:49:58.507, 	69.3805, 	18.6827, 	3.30646, 	60.1334
18:49:58.567, 	64.4263, 	16.7329, 	3.30646, 	58.382
18:49:58.567, 	64.4263, 	16.7329, 	3.30646, 	58.382
18:49:58.567, 	64.4263, 	16.7329, 	3.30646, 	58.382
18:49:58.667, 	71.595, 	18.4178, 	3.30646, 	60.1334
18:49:58.708, 	69.2165, 	18.4501, 	3.15616, 	58.382
18:49:58.708, 	69.2165, 	18.4501, 	3.15616, 	58.382
18:49:58.708, 	69.2165, 	18.4501, 	3.15616, 	58.382
18:49:58.767, 	82.3103, 	19.6534, 	3.30646, 	60.1334
18:49:58.767, 	82.3103, 	19.6534, 	3.30646, 	60.1334
18:49:58.868, 	72.6306, 	18.7097, 	3.30646, 	60.1334
18:49:58.868, 	72.6306, 	18.7097, 	3.30646, 	60.1334
18:49:58.868, 	72.6306, 	18.7097, 	3.30646, 	60.1334
18:49:58.968, 	60.815, 	16.366, 	3.30646, 	58.382
18:49:58.968, 	60.815, 	16.366, 	3.30646, 	58.382
18:49:58.968, 	60.815, 	16.366, 	3.30646, 	58.382
18:49:59.068, 	79.5156, 	19.1083, 	3.15616, 	58.382
18:49:59.068, 	79.5156, 	19.1083, 	3.15616, 	58.382
18:49:59.068, 	79.5156, 	19.1083, 	3.15616, 	58.382
18:49:59.168, 	82.5561, 	18.7652, 	3.30646, 	58.382
18:49:59.168, 	82.5561, 	18.7652, 	3.30646, 	58.382
18:49:59.168, 	82.5561, 	18.7652, 	3.30646, 	58.382
18:49:59.269, 	75.0865, 	18.8747, 	3.30646, 	58.382
18:49:59.269, 	75.0865, 	18.8747, 	3.30646, 	58.382
18:49:59.269, 	75.0865, 	18.8747, 	3.30646, 	58.382
18:49:59.369, 	84.3476, 	18.7885, 	3.30646, 	60.1334
18:49:59.369, 	84.3476, 	18.7885, 	3.30646, 	60.1334
18:49:59.369, 	84.3476, 	18.7885, 	3.30646, 	60.1334
18:49:59.469, 	74.3742, 	17.996, 	3.30646, 	58.382
18:49:59.469, 	74.3742, 	17.996, 	3.30646, 	58.382
18:49:59.469, 	74.3742, 	17.996, 	3.30646, 	58.382
18:49:59.569, 	80.1174, 	18.0672, 	3.30646, 	58.382
18:49:59.569, 	80.1174, 	18.0672, 	3.30646, 	58.382
18:49:59.569, 	80.1174, 	18.0672, 	3.30646, 	58.382
18:49:59.708, 	1600.61, 	30.1601, 	76.4994, 	66.0729
18:49:59.569, 	80.1174, 	18.0672, 	3.30646, 	58.382
18:49:59.569, 	80.1174, 	18.0672, 	3.30646, 	58.382
18:49:59.808, 	1567.29, 	30.2622, 	76.4994, 	66.0729
18:49:59.808, 	1567.29, 	30.2622, 	76.4994, 	66.0729
18:49:59.808, 	1567.29, 	30.2622, 	76.4994, 	66.0729
18:49:59.908, 	1699.88, 	32.4205, 	76.4994, 	70.9638
18:49:59.908, 	1699.88, 	32.4205, 	76.4994, 	70.9638
18:49:59.908, 	1699.88, 	32.4205, 	76.4994, 	70.9638
18:50:00.008, 	1738.61, 	31.0806, 	76.6497, 	70.9638
18:50:00.008, 	1738.61, 	31.0806, 	76.6497, 	70.9638
18:50:00.008, 	1738.61, 	31.0806, 	76.6497, 	70.9638
18:50:00.108, 	1782.01, 	31.8582, 	76.6497, 	70.9638
18:50:00.108, 	1782.01, 	31.8582, 	76.6497, 	70.9638
18:50:00.108, 	1782.01, 	31.8582, 	76.6497, 	70.9638
18:50:00.208, 	1840.2, 	31.0204, 	76.6497, 	70.9638
18:50:00.208, 	1840.2, 	31.0204, 	76.6497, 	70.9638
18:50:00.208, 	1840.2, 	31.0204, 	76.6497, 	70.9638
18:50:00.309, 	1822.06, 	30.6804, 	76.6497, 	70.9638
18:50:00.309, 	1822.06, 	30.6804, 	76.6497, 	70.9638
18:50:00.309, 	1822.06, 	30.6804, 	76.6497, 	70.9638
18:50:00.409, 	1763.81, 	31.258, 	76.6497, 	70.9638
18:50:00.409, 	1763.81, 	31.258, 	76.6497, 	70.9638
18:50:00.409, 	1763.81, 	31.258, 	76.6497, 	70.9638
18:50:00.509, 	1667.71, 	31.4746, 	76.4994, 	70.9638
18:50:00.509, 	1667.71, 	31.4746, 	76.4994, 	70.9638
18:50:00.509, 	1667.71, 	31.4746, 	76.4994, 	70.9638
18:50:00.609, 	1745.98, 	33.1551, 	76.4994, 	70.9638
18:50:00.609, 	1745.98, 	33.1551, 	76.4994, 	70.9638
18:50:00.609, 	1745.98, 	33.1551, 	76.4994, 	70.9638
18:50:00.709, 	1716.96, 	31.6961, 	76.4994, 	70.9638
18:50:00.709, 	1716.96, 	31.6961, 	76.4994, 	70.9638
18:50:00.709, 	1716.96, 	31.6961, 	76.4994, 	70.9638
18:50:00.809, 	1685.21, 	31.9991, 	76.4994, 	70.9638
18:50:00.809, 	1685.21, 	31.9991, 	76.4994, 	70.9638
18:50:00.809, 	1685.21, 	31.9991, 	76.4994, 	70.9638
18:50:00.809, 	1685.21, 	31.9991, 	76.4994, 	70.9638
18:50:00.973, 	77.5275, 	17.7907, 	3.30646, 	60.1334
18:50:00.973, 	77.5275, 	17.7907, 	3.30646, 	60.1334
18:50:00.973, 	77.5275, 	17.7907, 	3.30646, 	60.1334
18:50:01.073, 	49.6895, 	16.473, 	3.30646, 	60.1334
18:50:01.073, 	49.6895, 	16.473, 	3.30646, 	60.1334
18:50:01.173, 	88.4027, 	18.1595, 	3.30646, 	58.382
18:50:01.073, 	49.6895, 	16.473, 	3.30646, 	60.1334
18:50:01.073, 	49.6895, 	16.473, 	3.30646, 	60.1334
18:50:01.273, 	67.9484, 	17.5626, 	3.30646, 	60.1334
18:50:01.273, 	67.9484, 	17.5626, 	3.30646, 	60.1334
18:50:01.273, 	67.9484, 	17.5626, 	3.30646, 	60.1334
18:50:01.373, 	79.7352, 	18.202, 	3.15616, 	58.382
18:50:01.373, 	79.7352, 	18.202, 	3.15616, 	58.382
18:50:01.373, 	79.7352, 	18.202, 	3.15616, 	58.382
18:50:01.474, 	63.949, 	19.363, 	3.30646, 	58.382
18:50:01.474, 	63.949, 	19.363, 	3.30646, 	58.382
18:50:01.474, 	63.949, 	19.363, 	3.30646, 	58.382
18:50:01.574, 	75.8505, 	19.4523, 	3.30646, 	58.382
18:50:01.574, 	75.8505, 	19.4523, 	3.30646, 	58.382
18:50:01.574, 	75.8505, 	19.4523, 	3.30646, 	58.382
18:50:01.674, 	69.3162, 	18.7303, 	3.15616, 	58.382
18:50:01.674, 	69.3162, 	18.7303, 	3.15616, 	58.382
18:50:01.674, 	69.3162, 	18.7303, 	3.15616, 	58.382
18:50:01.774, 	71.7149, 	18.8215, 	3.30646, 	58.382
18:50:01.774, 	71.7149, 	18.8215, 	3.30646, 	58.382
18:50:01.774, 	71.7149, 	18.8215, 	3.30646, 	58.382
18:50:01.875, 	61.9545, 	16.5289, 	3.30646, 	56.7136
18:50:01.875, 	61.9545, 	16.5289, 	3.30646, 	56.7136
18:50:01.875, 	61.9545, 	16.5289, 	3.30646, 	56.7136
18:50:01.975, 	66.6923, 	16.1105, 	3.30646, 	58.382
18:50:01.975, 	66.6923, 	16.1105, 	3.30646, 	58.382
18:50:01.975, 	66.6923, 	16.1105, 	3.30646, 	58.382
18:50:02.111, 	68.8792, 	19.2571, 	3.30646, 	61.9835
18:50:02.111, 	68.8792, 	19.2571, 	3.30646, 	61.9835
18:50:02.111, 	68.8792, 	19.2571, 	3.30646, 	61.9835
18:50:02.210, 	65.9319, 	18.6146, 	3.15616, 	58.382
18:50:02.210, 	65.9319, 	18.6146, 	3.15616, 	58.382
18:50:02.210, 	65.9319, 	18.6146, 	3.15616, 	58.382
18:50:02.310, 	58.3768, 	17.8375, 	3.30646, 	60.1334
18:50:02.310, 	58.3768, 	17.8375, 	3.30646, 	60.1334
18:50:02.310, 	58.3768, 	17.8375, 	3.30646, 	60.1334
18:50:02.410, 	78.2477, 	19.8025, 	3.30646, 	58.382
18:50:02.410, 	78.2477, 	19.8025, 	3.30646, 	58.382
18:50:02.410, 	78.2477, 	19.8025, 	3.30646, 	58.382
18:50:02.510, 	69.3176, 	17.413, 	3.30646, 	58.382
18:50:02.510, 	69.3176, 	17.413, 	3.30646, 	58.382
18:50:02.510, 	69.3176, 	17.413, 	3.30646, 	58.382
18:50:02.610, 	74.4798, 	19.5111, 	3.30646, 	60.1334
18:50:02.610, 	74.4798, 	19.5111, 	3.30646, 	60.1334
18:50:02.610, 	74.4798, 	19.5111, 	3.30646, 	60.1334
18:50:02.711, 	66.7849, 	18.3363, 	3.30646, 	58.382
18:50:02.711, 	66.7849, 	18.3363, 	3.30646, 	58.382
18:50:02.711, 	66.7849, 	18.3363, 	3.30646, 	58.382
18:50:02.811, 	88.743, 	19.4909, 	3.30646, 	60.1334
18:50:02.811, 	88.743, 	19.4909, 	3.30646, 	60.1334
18:50:02.811, 	88.743, 	19.4909, 	3.30646, 	60.1334
18:50:02.911, 	79.7454, 	17.7875, 	3.30646, 	58.382
18:50:02.911, 	79.7454, 	17.7875, 	3.30646, 	58.382
18:50:02.911, 	79.7454, 	17.7875, 	3.30646, 	58.382
18:50:03.011, 	67.1352, 	17.4161, 	3.30646, 	58.382
18:50:03.011, 	67.1352, 	17.4161, 	3.30646, 	58.382
18:50:03.011, 	67.1352, 	17.4161, 	3.30646, 	58.382
18:50:03.111, 	83.5907, 	16.9761, 	3.30646, 	60.1334
18:50:03.111, 	83.5907, 	16.9761, 	3.30646, 	60.1334
18:50:03.211, 	70.6225, 	16.5712, 	3.30646, 	60.1334
18:50:03.211, 	70.6225, 	16.5712, 	3.30646, 	60.1334
18:50:03.211, 	70.6225, 	16.5712, 	3.30646, 	60.1334
18:50:03.278, 	57.4239, 	16.9293, 	3.30646, 	58.382
18:50:03.278, 	57.4239, 	16.9293, 	3.30646, 	58.382
18:50:03.278, 	57.4239, 	16.9293, 	3.30646, 	58.382
18:50:03.378, 	77.11, 	19.1658, 	3.30646, 	60.1334
18:50:03.378, 	77.11, 	19.1658, 	3.30646, 	60.1334
18:50:03.378, 	77.11, 	19.1658, 	3.30646, 	60.1334
18:50:03.478, 	61.1404, 	16.3013, 	3.30646, 	58.382
18:50:03.478, 	61.1404, 	16.3013, 	3.30646, 	58.382
18:50:03.578, 	57.4292, 	17.619, 	3.30646, 	60.1334
18:50:03.578, 	57.4292, 	17.619, 	3.30646, 	60.1334
18:50:03.578, 	57.4292, 	17.619, 	3.30646, 	60.1334
18:50:03.679, 	70.2918, 	18.8715, 	3.45675, 	58.382
18:50:03.679, 	70.2918, 	18.8715, 	3.45675, 	58.382
18:50:03.679, 	70.2918, 	18.8715, 	3.45675, 	58.382
18:50:03.779, 	76.9486, 	16.3471, 	3.30646, 	56.7136
18:50:03.779, 	76.9486, 	16.3471, 	3.30646, 	56.7136
18:50:03.779, 	76.9486, 	16.3471, 	3.30646, 	56.7136
18:50:03.879, 	96.3125, 	20.116, 	3.30646, 	60.1334
18:50:03.879, 	96.3125, 	20.116, 	3.30646, 	60.1334
