(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:35:57.357, 	1, 	2, 	25.9573, 	25.1151, 	1, 	-1.249e-14, 	3.04, 	(-0.515191,0.414392);
17:35:57.376, 	1, 	2, 	25.96, 	25.3076, 	1, 	-1.249e-14, 	3.04, 	(0.154629,-0.430007);
17:35:57.396, 	1, 	2, 	20.6122, 	25.0343, 	1, 	-1.249e-14, 	3.04, 	(0.176624,-0.778626);
17:35:57.417, 	1, 	2, 	25.5539, 	25.5069, 	1, 	-1.249e-14, 	3.04, 	(0.497667,-0.677798);
17:35:57.437, 	1, 	2, 	27.4609, 	26.8402, 	1, 	-1.249e-14, 	3.04, 	(0.182492,0.763478);
17:35:57.457, 	1, 	2, 	21.0093, 	23.782, 	1, 	-1.249e-14, 	3.04, 	(-0.787613,-0.184965);
17:35:57.477, 	1, 	2, 	23.7125, 	25.2693, 	1, 	-1.249e-14, 	3.04, 	(0.925278,0.0593428);
17:35:57.497, 	1, 	2, 	26.6971, 	25.626, 	1, 	-1.249e-14, 	3.04, 	(0.407327,0.78954);
17:35:57.517, 	1, 	2, 	19.4078, 	23.6959, 	1, 	-1.249e-14, 	3.04, 	(-0.63419,0.470554);
17:35:57.538, 	1, 	2, 	22.489, 	24.0669, 	1, 	-1.249e-14, 	3.04, 	(-0.393562,0.521406);
17:35:57.558, 	1, 	2, 	26.7436, 	24.2333, 	1, 	-1.249e-14, 	3.04, 	(0.0454999,-0.43349);
17:35:57.578, 	1, 	2, 	28.538, 	17.1442, 	1, 	-1.249e-14, 	3.04, 	(-0.0096886,-0.237215);
17:35:57.598, 	1, 	2, 	27.6806, 	25.973, 	1, 	-1.249e-14, 	3.04, 	(-0.507811,-0.576397);
17:35:57.618, 	1, 	2, 	24.5653, 	26.5062, 	1, 	-1.249e-14, 	3.04, 	(0.600373,-0.631642);
17:35:57.638, 	1, 	2, 	18.772, 	22.5312, 	1, 	-1.249e-14, 	3.04, 	(0.190675,0.693721);
17:35:57.658, 	1, 	2, 	28.0477, 	25.1539, 	1, 	-1.249e-14, 	3.04, 	(0.247035,-0.552999);
17:35:57.679, 	1, 	2, 	27.6959, 	24.886, 	1, 	-1.249e-14, 	3.04, 	(-0.122976,0.509852);
17:35:57.699, 	1, 	2, 	28.4239, 	24.9526, 	1, 	-1.249e-14, 	3.04, 	(-0.347485,-0.371275);
17:35:57.719, 	1, 	2, 	28.6088, 	25.2828, 	1, 	-1.249e-14, 	3.04, 	(-0.615069,-0.133263);
17:35:57.739, 	1, 	2, 	24.072, 	25.3815, 	1, 	-1.249e-14, 	3.04, 	(-0.724677,0.405615);
17:35:57.759, 	1, 	2, 	27.2143, 	21.0703, 	1, 	-1.249e-14, 	3.04, 	(0.565696,-0.112711);
17:35:57.779, 	1, 	2, 	29.512, 	26.8317, 	1, 	-1.249e-14, 	3.04, 	(-0.0377623,-0.811171);
17:35:57.800, 	1, 	2, 	24.0338, 	23.2925, 	1, 	-1.249e-14, 	3.04, 	(-0.48514,0.170534);
17:35:57.820, 	1, 	2, 	27.8482, 	24.2326, 	1, 	-1.249e-14, 	3.04, 	(0.45247,0.0510193);
17:35:57.840, 	1, 	2, 	19.7278, 	21.5396, 	1, 	-1.249e-14, 	3.04, 	(0.0523302,0.499431);
17:35:57.860, 	1, 	2, 	22.9607, 	25.4564, 	1, 	-1.249e-14, 	3.04, 	(0.0555302,0.860998);
17:35:57.880, 	1, 	2, 	28.5579, 	26.0302, 	1, 	-1.249e-14, 	3.04, 	(0.336478,-0.512219);
17:35:57.900, 	1, 	2, 	29.571, 	26.1003, 	1, 	-1.249e-14, 	3.04, 	(0.399792,-0.608651);
17:35:57.921, 	1, 	2, 	23.36, 	25.3836, 	1, 	-1.249e-14, 	3.04, 	(0.059138,-0.882983);
17:35:57.941, 	1, 	2, 	28.2975, 	26.0764, 	1, 	-1.249e-14, 	3.04, 	(-0.593804,0.255557);
17:35:57.961, 	1, 	2, 	28.8485, 	26.758, 	1, 	-1.249e-14, 	3.04, 	(-0.142415,0.832152);
17:35:57.981, 	1, 	2, 	22.6612, 	25.2289, 	1, 	-1.249e-14, 	3.04, 	(-0.00432912,0.876625);
17:35:58.001, 	1, 	2, 	28.427, 	25.1145, 	1, 	-1.249e-14, 	3.04, 	(0.170314,0.619838);
17:35:58.021, 	1, 	2, 	27.4952, 	25.8239, 	1, 	-1.249e-14, 	3.04, 	(0.516705,-0.00973307);
17:35:58.042, 	1, 	2, 	29.4862, 	25.6181, 	1, 	-1.249e-14, 	3.04, 	(0.420231,0.611266);
17:35:58.061, 	1, 	2, 	24.7897, 	25.503, 	1, 	-1.249e-14, 	3.04, 	(0.611635,-0.671965);
17:35:58.082, 	1, 	2, 	28.9614, 	27.2323, 	1, 	-1.249e-14, 	3.04, 	(0.391472,0.815578);
17:35:58.102, 	1, 	2, 	30.8314, 	26.6194, 	1, 	-1.249e-14, 	3.04, 	(-0.732692,-0.381844);
17:35:58.122, 	1, 	2, 	24.8441, 	25.7165, 	1, 	-1.249e-14, 	3.04, 	(0.914964,0.0268886);
17:35:58.142, 	1, 	2, 	28.6066, 	25.5932, 	1, 	-1.249e-14, 	3.04, 	(0.455296,0.387505);
17:35:58.162, 	1, 	2, 	20.2569, 	23.3915, 	1, 	-1.249e-14, 	3.04, 	(-0.793181,-0.305873);
17:35:58.182, 	1, 	2, 	23.6086, 	26.0724, 	1, 	-1.249e-14, 	3.04, 	(-0.0153134,-0.928078);
17:35:58.202, 	1, 	2, 	27.2709, 	26.4613, 	1, 	-1.249e-14, 	3.04, 	(0.683169,0.60267);
17:35:58.223, 	1, 	2, 	29.7151, 	26.0631, 	1, 	-1.249e-14, 	3.04, 	(0.105726,-0.800709);
17:35:58.243, 	1, 	2, 	30.0197, 	26.0848, 	1, 	-1.249e-14, 	3.04, 	(-0.204491,-0.736641);
17:35:58.263, 	1, 	2, 	29.9072, 	25.5061, 	1, 	-1.249e-14, 	3.04, 	(-0.364347,-0.545366);
17:35:58.283, 	1, 	2, 	29.263, 	25.9456, 	1, 	-1.249e-14, 	3.04, 	(0.822208,0.315952);
17:35:58.303, 	1, 	2, 	22.0741, 	20.1519, 	1, 	-1.249e-14, 	3.04, 	(-0.0688254,-0.325594);
17:35:58.324, 	1, 	2, 	26.5834, 	27.3398, 	1, 	-1.249e-14, 	3.04, 	(-0.0370579,-0.962995);
17:35:58.344, 	1, 	2, 	28.199, 	25.5329, 	1, 	-1.249e-14, 	3.04, 	(0.204734,0.50845);
17:35:58.364, 	1, 	2, 	30.7361, 	25.9879, 	1, 	-1.249e-14, 	3.04, 	(-0.443623,0.671387);
17:35:58.384, 	1, 	2, 	29.149, 	25.2383, 	1, 	-1.249e-14, 	3.04, 	(-0.658989,0.261067);
17:35:58.404, 	1, 	2, 	29.9266, 	26.475, 	1, 	-1.249e-14, 	3.04, 	(0.828704,0.420898);
17:35:58.424, 	1, 	2, 	31.0338, 	20.9832, 	1, 	-1.249e-14, 	3.04, 	(-0.0316398,0.119418);
17:35:58.445, 	1, 	2, 	24.7217, 	25.5091, 	1, 	-1.249e-14, 	3.04, 	(0.89305,-0.0682562);
17:35:58.465, 	1, 	2, 	29.749, 	25.9266, 	1, 	-1.249e-14, 	3.04, 	(-0.563624,-0.0369705);
17:35:58.485, 	1, 	2, 	30.9071, 	25.4318, 	1, 	-1.249e-14, 	3.04, 	(0.434548,0.675816);
17:35:58.495, 	1, 	2, 	22.2756, 	25.4277, 	1, 	-1.249e-14, 	3.04, 	(-0.984781,0.141842);
17:35:58.515, 	1, 	2, 	26.787, 	25.4747, 	1, 	-1.249e-14, 	3.04, 	(-0.995221,-0.17956);
17:35:58.537, 	1, 	2, 	30.6941, 	25.5519, 	1, 	-1.249e-14, 	3.04, 	(-0.609123,-0.456547);
17:35:58.556, 	1, 	2, 	30.9459, 	26.5235, 	1, 	-1.249e-14, 	3.04, 	(0.64531,0.160024);
17:35:58.576, 	1, 	2, 	29.7214, 	25.386, 	1, 	-1.249e-14, 	3.04, 	(0.379613,-0.617246);
17:35:58.596, 	1, 	2, 	30.4873, 	26.2135, 	1, 	-1.249e-14, 	3.04, 	(0.176594,-0.862907);
17:35:58.616, 	1, 	2, 	21.0072, 	24.113, 	1, 	-1.249e-14, 	3.04, 	(-0.412923,0.833418);
17:35:58.638, 	1, 	2, 	29.6538, 	24.9461, 	1, 	-1.249e-14, 	3.04, 	(0.699055,0.218695);
17:35:58.656, 	1, 	2, 	28.6535, 	25.393, 	1, 	-1.249e-14, 	3.04, 	(-0.501261,0.413651);
17:35:58.677, 	1, 	2, 	20.6106, 	17.682, 	1, 	-1.249e-14, 	3.04, 	(-0.415116,-0.303266);
17:35:58.697, 	1, 	2, 	24.085, 	21.5847, 	1, 	-1.249e-14, 	3.04, 	(-0.0130689,-0.332688);
17:35:58.717, 	1, 	2, 	30.2349, 	26.1602, 	1, 	-1.249e-14, 	3.04, 	(-0.0581363,-0.536119);
17:35:58.737, 	1, 	2, 	20.3116, 	24.1636, 	1, 	-1.249e-14, 	3.04, 	(-0.217556,0.89207);
17:35:58.757, 	1, 	2, 	23.6452, 	25.6493, 	1, 	-1.249e-14, 	3.04, 	(0.115927,0.936005);
17:35:58.777, 	1, 	2, 	28.5276, 	25.5631, 	1, 	-1.249e-14, 	3.04, 	(0.35262,0.953445);
17:35:58.798, 	1, 	2, 	30.8822, 	25.4183, 	1, 	-1.249e-14, 	3.04, 	(0.714874,-0.166277);
17:35:58.818, 	1, 	2, 	22.1228, 	25.7489, 	1, 	-1.249e-14, 	3.04, 	(-0.118581,-1.00044);
17:35:58.838, 	1, 	2, 	26.0902, 	26.3721, 	1, 	-1.249e-14, 	3.04, 	(0.917391,0.269167);
17:35:58.858, 	1, 	2, 	30.5244, 	26.9533, 	1, 	-1.249e-14, 	3.04, 	(0.238267,0.944643);
17:35:58.878, 	1, 	2, 	32.6748, 	24.5164, 	1, 	-1.249e-14, 	3.04, 	(-0.501419,-0.214779);
17:35:58.898, 	1, 	2, 	30.4894, 	25.4638, 	1, 	-1.249e-14, 	3.04, 	(-0.0524063,-0.437235);
17:35:58.918, 	1, 	2, 	29.7451, 	22.1869, 	1, 	-1.249e-14, 	3.04, 	(0.0398526,-0.150679);
