(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
15:48:48.608, 	1, 	2, 	32.5534, 	26.1486, 	1, 	-1.38778e-15, 	3.04, 	(-0.0495754,0.746497);
15:48:48.629, 	1, 	2, 	30.7546, 	25.731, 	1, 	-1.38778e-15, 	3.04, 	(-0.779642,0.250724);
15:48:48.669, 	1, 	2, 	27.0899, 	26.2369, 	1, 	-1.38778e-15, 	3.04, 	(0.828909,-0.228219);
15:48:48.669, 	1, 	2, 	31.2414, 	25.8459, 	1, 	-1.38778e-15, 	3.04, 	(0.768447,0.375893);
15:48:48.689, 	1, 	2, 	21.6214, 	23.8793, 	1, 	-1.38778e-15, 	3.04, 	(-0.653584,-0.601522);
15:48:48.709, 	1, 	2, 	30.1548, 	25.2035, 	1, 	-1.38778e-15, 	3.04, 	(-0.0626191,0.39614);
15:48:48.729, 	1, 	2, 	29.5531, 	25.2151, 	1, 	-1.38778e-15, 	3.04, 	(0.544422,0.117328);
15:48:48.769, 	1, 	2, 	32.7795, 	25.3166, 	1, 	-1.38778e-15, 	3.04, 	(0.0850391,-0.51465);
15:48:48.771, 	1, 	2, 	24.1346, 	24.6281, 	1, 	-1.38778e-15, 	3.04, 	(-0.504317,-0.391911);
15:48:48.790, 	1, 	2, 	30.0203, 	25.5397, 	1, 	-1.38778e-15, 	3.04, 	(-0.311334,-0.400699);
15:48:48.810, 	1, 	2, 	31.7766, 	22.2254, 	1, 	-1.38778e-15, 	3.04, 	(0.13779,0.150356);
15:48:48.830, 	1, 	2, 	31.4331, 	23.696, 	1, 	-1.38778e-15, 	3.04, 	(0.0907031,0.151574);
15:48:48.870, 	1, 	2, 	27.0606, 	21.8098, 	1, 	-1.38778e-15, 	3.04, 	(-0.238557,-0.213538);
15:48:48.872, 	1, 	2, 	31.8142, 	25.1139, 	1, 	-1.38778e-15, 	3.04, 	(0.67336,-0.0843155);
15:48:48.891, 	1, 	2, 	31.3303, 	25.5878, 	1, 	-1.38778e-15, 	3.04, 	(0.0911239,0.564528);
15:48:48.911, 	1, 	2, 	26.3703, 	24.7345, 	1, 	-1.38778e-15, 	3.04, 	(-0.529088,-0.397302);
15:48:48.931, 	1, 	2, 	28.9411, 	25.4349, 	1, 	-1.38778e-15, 	3.04, 	(0.109099,-0.399631);
15:48:48.969, 	1, 	2, 	31.5979, 	25.3377, 	1, 	-1.38778e-15, 	3.04, 	(-0.0926749,-0.633253);
15:48:48.976, 	1, 	2, 	23.5808, 	25.2096, 	1, 	-1.38778e-15, 	3.04, 	(-0.401167,-0.580359);
15:48:48.992, 	1, 	2, 	29.1152, 	25.8623, 	1, 	-1.38778e-15, 	3.04, 	(0.482188,0.163296);
15:48:49.012, 	1, 	2, 	29.9874, 	24.2893, 	1, 	-1.38778e-15, 	3.04, 	(0.221379,0.313248);
15:48:49.032, 	1, 	2, 	23.9118, 	22.8055, 	1, 	-1.38778e-15, 	3.04, 	(-0.373283,-0.277748);
15:48:49.072, 	1, 	2, 	29.3097, 	24.3737, 	1, 	-1.38778e-15, 	3.04, 	(0.077187,0.295299);
15:48:49.072, 	1, 	2, 	31.2463, 	25.12, 	1, 	-1.38778e-15, 	3.04, 	(0.599989,0.45933);
15:48:49.092, 	1, 	2, 	22.3827, 	24.5924, 	1, 	-1.38778e-15, 	3.04, 	(-0.699283,0.202281);
15:48:49.113, 	1, 	2, 	25.5722, 	25.1399, 	1, 	-1.38778e-15, 	3.04, 	(0.371402,0.61045);
15:48:49.133, 	1, 	2, 	27.8866, 	25.9521, 	1, 	-1.38778e-15, 	3.04, 	(0.221811,0.327558);
15:48:49.169, 	1, 	2, 	22.1848, 	21.9289, 	1, 	-1.38778e-15, 	3.04, 	(0.323302,-0.264845);
15:48:49.175, 	1, 	2, 	27.887, 	22.6884, 	1, 	-1.38778e-15, 	3.04, 	(-0.256609,-0.117135);
15:48:49.193, 	1, 	2, 	27.1254, 	22.5389, 	1, 	-1.38778e-15, 	3.04, 	(0.0119686,0.215656);
15:48:49.213, 	1, 	2, 	28.4794, 	20.1776, 	1, 	-1.38778e-15, 	3.04, 	(0.251809,0.119241);
15:48:49.234, 	1, 	2, 	24.221, 	25.5141, 	1, 	-1.38778e-15, 	3.04, 	(-0.525971,-0.353295);
15:48:49.271, 	1, 	2, 	26.7821, 	20.3175, 	1, 	-1.38778e-15, 	3.04, 	(0.148142,-0.228292);
15:48:49.280, 	1, 	2, 	19.6607, 	19.8915, 	1, 	-1.38778e-15, 	3.04, 	(0.1441,-0.255047);
15:48:49.296, 	1, 	2, 	26.7457, 	20.0242, 	1, 	-1.38778e-15, 	3.04, 	(0.19448,0.00137104);
15:48:49.314, 	1, 	2, 	25.8824, 	21.7649, 	1, 	-1.38778e-15, 	3.04, 	(0.292858,0.125589);
15:48:49.334, 	1, 	2, 	18.6073, 	21.7956, 	1, 	-1.38778e-15, 	3.04, 	(0.341997,-0.181008);
15:48:49.371, 	1, 	2, 	22.0358, 	21.572, 	1, 	-1.38778e-15, 	3.04, 	(0.0352464,-0.406776);
15:48:49.375, 	1, 	2, 	24.1662, 	23.4035, 	1, 	-1.38778e-15, 	3.04, 	(0.278998,-0.297113);
15:48:49.396, 	1, 	2, 	24.4069, 	24.6041, 	1, 	-1.38778e-15, 	3.04, 	(0.289759,-0.0203198);
15:48:49.415, 	1, 	2, 	21.3716, 	21.6387, 	1, 	-1.38778e-15, 	3.04, 	(-0.057227,-0.319513);
15:48:49.435, 	1, 	2, 	24.0986, 	20.1861, 	1, 	-1.38778e-15, 	3.04, 	(-0.110048,-0.193306);
15:48:49.470, 	1, 	2, 	25.373, 	22.9268, 	1, 	-1.38778e-15, 	3.04, 	(0.230138,-0.306222);
15:48:49.476, 	1, 	2, 	20.2412, 	21.2991, 	1, 	-1.38778e-15, 	3.04, 	(0.374724,-0.0188225);
15:48:49.496, 	1, 	2, 	22.0984, 	21.5248, 	1, 	-1.38778e-15, 	3.04, 	(0.277626,-0.208292);
15:48:49.516, 	1, 	2, 	23.2876, 	22.8576, 	1, 	-1.38778e-15, 	3.04, 	(0.157616,-0.212333);
15:48:49.536, 	1, 	2, 	18.8612, 	21.6103, 	1, 	-1.38778e-15, 	3.04, 	(0.0358632,-0.387043);
15:48:49.570, 	1, 	2, 	23.7837, 	21.7593, 	1, 	-1.38778e-15, 	3.04, 	(-0.269872,0.191948);
15:48:49.576, 	1, 	2, 	23.5111, 	22.594, 	1, 	-1.38778e-15, 	3.04, 	(-0.120367,-0.226879);
15:48:49.596, 	1, 	2, 	23.1325, 	22.1659, 	1, 	-1.38778e-15, 	3.04, 	(0.0404693,-0.340891);
15:48:49.617, 	1, 	2, 	22.204, 	21.2003, 	1, 	-1.38778e-15, 	3.04, 	(0.265627,0.0346819);
15:48:49.637, 	1, 	2, 	21.9224, 	19.7101, 	1, 	-1.38778e-15, 	3.04, 	(-0.198754,-0.0521983);
15:48:49.669, 	1, 	2, 	20.5444, 	20.4366, 	1, 	-1.38778e-15, 	3.04, 	(-0.257577,-0.129072);
15:48:49.679, 	1, 	2, 	20.5697, 	20.0678, 	1, 	-1.38778e-15, 	3.04, 	(-0.191705,-0.168796);
15:48:49.697, 	1, 	2, 	19.9054, 	19.7949, 	1, 	-1.38778e-15, 	3.04, 	(-0.199629,-0.180628);
15:48:49.718, 	1, 	2, 	20.8328, 	20.1112, 	1, 	-1.38778e-15, 	3.04, 	(0.252021,-0.0794704);
15:48:49.737, 	1, 	2, 	19.9484, 	21.0309, 	1, 	-1.38778e-15, 	3.04, 	(-0.0131284,0.242246);
15:48:49.769, 	1, 	2, 	17.0423, 	18.279, 	1, 	-1.38778e-15, 	3.04, 	(-0.058623,0.213504);
15:48:49.778, 	1, 	2, 	16.8096, 	18.9331, 	1, 	-1.38778e-15, 	3.04, 	(0.0203605,-0.149479);
15:48:49.802, 	1, 	2, 	17.24, 	18.0536, 	1, 	-1.38778e-15, 	3.04, 	(-0.0207029,0.165025);
15:48:49.818, 	1, 	2, 	19.2351, 	19.7656, 	1, 	-1.38778e-15, 	3.04, 	(0.106688,-0.190746);
15:48:49.838, 	1, 	2, 	17.0351, 	18.3132, 	1, 	-1.38778e-15, 	3.04, 	(0.0605308,-0.116324);
15:48:49.870, 	1, 	2, 	16.4902, 	17.9907, 	1, 	-1.38778e-15, 	3.04, 	(0.0605415,-0.164949);
15:48:49.879, 	1, 	2, 	18.4568, 	19.5864, 	1, 	-1.38778e-15, 	3.04, 	(-0.048587,-0.21451);
15:48:49.899, 	1, 	2, 	14.8642, 	16.4643, 	1, 	-1.38778e-15, 	3.04, 	(-0.102941,-0.0644465);
15:48:49.919, 	1, 	2, 	15.0242, 	16.8877, 	1, 	-1.38778e-15, 	3.04, 	(-0.0100432,0.0906677);
15:48:49.939, 	1, 	2, 	16.1581, 	16.3912, 	1, 	-1.38778e-15, 	3.04, 	(0.118653,-0.0911658);
15:48:49.970, 	1, 	2, 	16.1128, 	18.6571, 	1, 	-1.38778e-15, 	3.04, 	(-0.0402213,-0.129955);
15:48:49.979, 	1, 	2, 	14.7784, 	17.8141, 	1, 	-1.38778e-15, 	3.04, 	(0.0731369,-0.0610447);
15:48:50.000, 	1, 	2, 	14.7359, 	13.7229, 	1, 	-1.38778e-15, 	3.04, 	(-0.101601,-0.0648518);
15:48:50.020, 	1, 	2, 	13.3861, 	17.0462, 	1, 	-1.38778e-15, 	3.04, 	(0.0166016,-0.0878166);
15:48:50.040, 	0, 	2, 	14.1137, 	13.2121, 	1, 	-1.38778e-15, 	3.04, 	(-0.0687126,-0.0112818);
15:48:50.079, 	0, 	2, 	9.49795, 	15.6382, 	0, 	4, 	2.736, 	(-0.0732414,0.0924466);
15:48:50.079, 	1, 	1, 	14.8463, 	16.7397, 	0, 	8, 	2.128, 	(-0.175707,0.253193);(0.55407,0.115677);(-0.410426,-0.547959);(0.0343436,0.574466);
15:48:50.094, 	1, 	1, 	14.1005, 	10.1083, 	0, 	8, 	1.824, 	(0.140035,0.0153027);(-0.0595353,-0.315355);(-0.295014,0.55885);(0.414884,-0.26862);
15:48:50.121, 	1, 	2, 	9.59056, 	19.3333, 	1, 	8, 	1.824, 	(-0.224247,-0.00757695);
15:48:50.141, 	1, 	2, 	11.3591, 	23.2488, 	1, 	8, 	1.824, 	(0.293079,-0.128935);
15:48:50.174, 	1, 	2, 	15.2258, 	22.2037, 	1, 	8, 	1.824, 	(-0.251669,0.179241);
15:48:50.181, 	1, 	2, 	17.4711, 	21.4184, 	1, 	8, 	1.824, 	(-0.157359,0.212887);
15:48:50.201, 	1, 	2, 	17.4579, 	21.6876, 	1, 	8, 	1.824, 	(-0.307271,-0.0588406);
15:48:50.221, 	1, 	2, 	13.5558, 	16.8539, 	1, 	8, 	1.824, 	(0.103925,-0.0931808);
15:48:50.241, 	1, 	2, 	9.64376, 	18.6228, 	1, 	8, 	2.128, 	(0.165397,0.0758108);
15:48:50.269, 	1, 	2, 	15.0251, 	17.9647, 	1, 	8, 	2.432, 	(0.194055,-0.0367029);
15:48:50.282, 	0, 	2, 	9.85435, 	9.72059, 	1, 	8, 	2.432, 	(-0.0139233,0.05722);
15:48:50.302, 	1, 	2, 	12.0176, 	16.5837, 	1, 	12, 	2.736, 	(0.0102647,0.178906);
15:48:50.316, 	0, 	1, 	0.39834, 	0.578539, 	1, 	12, 	2.736, 	(-0.281406,-0.101043);(0.0860658,0.234781);(0.0947285,0.232131);(0.268382,0.103352);
15:48:50.335, 	1, 	1, 	14.3394, 	10.2127, 	0, 	16, 	2.128, 	(0.0313571,-0.35251);(-0.240144,0.0501363);(0.0586767,0.0790349);(0.0379617,-0.0251639);
15:48:50.369, 	1, 	1, 	15.3432, 	11.9977, 	0, 	16, 	1.824, 	(-0.336801,-0.0848713);(-0.00874046,0.397272);(0.434991,-0.551733);(-0.463605,0.293832);
15:48:50.382, 	1, 	2, 	10.162, 	19.0345, 	1, 	16, 	1.824, 	(0.170676,-0.161071);
15:48:50.403, 	1, 	2, 	8.57233, 	16.8038, 	1, 	16, 	1.824, 	(-0.012291,-0.159938);
15:48:50.443, 	1, 	2, 	9.80477, 	18.089, 	1, 	16, 	1.824, 	(-0.172334,0.0778525);
15:48:50.483, 	1, 	2, 	14.1918, 	20.0101, 	1, 	16, 	1.824, 	(-0.0829207,-0.163229);
15:48:50.483, 	1, 	2, 	15.0365, 	16.5414, 	1, 	16, 	1.824, 	(-0.0101997,0.138009);
15:48:50.503, 	0, 	2, 	11.0622, 	7.5181, 	1, 	16, 	1.824, 	(-0.000718018,-0.015953);
15:48:50.524, 	1, 	2, 	13.0661, 	17.3642, 	1, 	20, 	1.824, 	(-0.113967,0.105148);
15:48:50.537, 	1, 	1, 	13.3493, 	12.1059, 	0, 	20, 	1.824, 	(0.134633,-0.369082);(-0.397527,0.00540315);(0.232347,0.314559);(0.00324225,-0.233744);
